Term;Student Number;Grade;Subject;RIT;Percentile;LEXILE SCORE;Grade Level
Spring 2016-2017;30211;9;Language;218;43;;
Spring 2016-2017;30211;9;Mathematics;238;59;;
Spring 2016-2017;30211;9;Reading;225;58;;
Spring 2016-2017;30221;3;Language;197;42;;10
Spring 2016-2017;30221;3;Mathematics;194;25;;10
Spring 2016-2017;30221;3;Reading;201;56;;10
Spring 2016-2017;30231;4;Language;219;82;;
Spring 2016-2017;30231;4;Mathematics;219;64;;
Spring 2016-2017;30231;4;Reading;221;84;;
Spring 2016-2017;30251;2;Mathematics;206;85;;9
Spring 2016-2017;30251;2;Reading;196;69;;9
Spring 2016-2017;30271;4;Language;206;48;;11
Spring 2016-2017;30271;4;Mathematics;214;51;;11
Spring 2016-2017;30271;4;Reading;210;61;;11
Spring 2016-2017;30291;4;Language;208;54;;
Spring 2016-2017;30291;4;Mathematics;213;49;;
Spring 2016-2017;30291;4;Reading;213;68;;
Spring 2016-2017;30311;3;Language;220;92;;10
Spring 2016-2017;30311;3;Mathematics;218;85;;10
Spring 2016-2017;30311;3;Reading;206;69;;10
Spring 2016-2017;30321;2;Mathematics;185;30;;9
Spring 2016-2017;30321;2;Reading;170;11;;9
Spring 2016-2017;30331;4;Language;202;37;;11
Spring 2016-2017;30331;4;Mathematics;196;12;;11
Spring 2016-2017;30331;4;Reading;210;61;;11
Spring 2016-2017;30361;3;Language;174;3;;10
Spring 2016-2017;30361;3;Mathematics;185;9;;10
Spring 2016-2017;30361;3;Reading;165;1;;10
Spring 2016-2017;30371;3;Language;186;16;;10
Spring 2016-2017;30371;3;Mathematics;202;46;;10
Spring 2016-2017;30371;3;Reading;185;18;;10
Spring 2016-2017;30381;3;Language;198;44;;
Spring 2016-2017;30381;3;Mathematics;200;40;;
Spring 2016-2017;30381;3;Reading;188;24;;
Spring 2016-2017;30391;9;Language;212;28;;
Spring 2016-2017;30391;9;Mathematics;225;33;;
Spring 2016-2017;30391;9;Reading;219;43;;
Spring 2016-2017;30431;2;Mathematics;183;25;;9
Spring 2016-2017;30431;2;Reading;172;14;;9
Spring 2016-2017;30441;2;Mathematics;180;19;;9
Spring 2016-2017;30441;2;Reading;179;26;;9
Spring 2016-2017;30461;3;Language;201;53;;10
Spring 2016-2017;30461;3;Mathematics;194;25;;10
Spring 2016-2017;30461;3;Reading;195;41;;10
Spring 2016-2017;30471;4;Language;217;77;;11
Spring 2016-2017;30471;4;Mathematics;226;80;;11
Spring 2016-2017;30471;4;Reading;225;90;;11
Spring 2016-2017;30501;2;Mathematics;166;3;;9
Spring 2016-2017;30501;2;Reading;160;3;;9
Spring 2016-2017;30511;2;Mathematics;178;15;;9
Spring 2016-2017;30511;2;Reading;179;26;;9
Spring 2016-2017;30531;3;Language;200;50;;10
Spring 2016-2017;30531;3;Mathematics;200;40;;10
Spring 2016-2017;30531;3;Reading;204;64;;10
Spring 2016-2017;30541;3;Language;190;24;;10
Spring 2016-2017;30541;3;Mathematics;200;40;;10
Spring 2016-2017;30541;3;Reading;176;7;;10
Spring 2016-2017;30551;2;Mathematics;178;15;;
Spring 2016-2017;30551;2;Reading;163;5;;
Spring 2016-2017;30561;2;Mathematics;201;74;;9
Spring 2016-2017;30561;2;Reading;194;64;;9
Spring 2016-2017;30571;3;Language;208;72;;10
Spring 2016-2017;30571;3;Mathematics;209;66;;10
Spring 2016-2017;30571;3;Reading;205;66;;10
Spring 2016-2017;30581;4;Language;220;84;;10
Spring 2016-2017;30581;4;Mathematics;208;36;;10
Spring 2016-2017;30581;4;Reading;224;89;;10
Spring 2016-2017;30591;5;Language;213;55;;11
Spring 2016-2017;30591;5;Mathematics;215;35;;11
Spring 2016-2017;30591;5;Reading;196;14;;11
Spring 2016-2017;30592;4;Language;208;54;;11
Spring 2016-2017;30592;4;Mathematics;202;22;;11
Spring 2016-2017;30592;4;Reading;210;61;;11
Spring 2016-2017;30611;2;Mathematics;184;28;;9
Spring 2016-2017;30611;2;Reading;177;22;;9
Spring 2016-2017;30632;7;Language;229;80;;
Spring 2016-2017;30632;7;Mathematics;237;68;;
Spring 2016-2017;30632;7;Reading;233;84;;
Spring 2016-2017;30702;9;Language;238;89;;
Spring 2016-2017;30702;9;Mathematics;250;80;;
Spring 2016-2017;30702;9;Reading;234;77;;
Spring 2016-2017;30703;9;Language;225;63;;
Spring 2016-2017;30703;9;Mathematics;249;79;;
Spring 2016-2017;30703;9;Reading;241;88;;
Spring 2016-2017;30742;9;Language;225;63;;
Spring 2016-2017;30742;9;Mathematics;219;23;;
Spring 2016-2017;30742;9;Reading;214;31;;
Spring 2016-2017;30771;3;Language;205;64;;10
Spring 2016-2017;30771;3;Mathematics;205;55;;10
Spring 2016-2017;30771;3;Reading;199;51;;10
Spring 2016-2017;30791;2;Mathematics;202;77;;9
Spring 2016-2017;30791;2;Reading;182;33;;9
Spring 2016-2017;30811;9;Language;228;70;;
Spring 2016-2017;30811;9;Mathematics;240;63;;
Spring 2016-2017;30811;9;Reading;239;85;;
Spring 2016-2017;30812;3;Language;208;72;;10
Spring 2016-2017;30812;3;Mathematics;210;68;;10
Spring 2016-2017;30812;3;Reading;200;54;;10
Spring 2016-2017;30831;2;Mathematics;177;13;;9
Spring 2016-2017;30831;2;Reading;166;7;;9
Spring 2016-2017;30841;2;Mathematics;198;67;;9
Spring 2016-2017;30841;2;Reading;193;61;;9
Spring 2016-2017;30881;8;Language;213;34;;
Spring 2016-2017;30881;8;Mathematics;252;86;;
Spring 2016-2017;30881;8;Reading;216;40;;
Spring 2016-2017;30901;3;Language;204;61;;10
Spring 2016-2017;30901;3;Mathematics;201;43;;10
Spring 2016-2017;30901;3;Reading;198;48;;10
Spring 2016-2017;30931;3;Language;207;69;;10
Spring 2016-2017;30931;3;Mathematics;214;78;;10
Spring 2016-2017;30931;3;Reading;197;46;;10
Spring 2016-2017;30941;2;Mathematics;210;91;;9
Spring 2016-2017;30941;2;Reading;203;83;;9
Spring 2016-2017;30951;3;Language;195;36;;10
Spring 2016-2017;30951;3;Mathematics;203;49;;10
Spring 2016-2017;30951;3;Reading;195;41;;10
Spring 2016-2017;30971;3;Language;199;47;;10
Spring 2016-2017;30971;3;Mathematics;207;60;;10
Spring 2016-2017;30971;3;Reading;205;66;;10
Spring 2016-2017;31021;2;Mathematics;180;19;;9
Spring 2016-2017;31021;2;Reading;178;24;;9
Spring 2016-2017;31031;3;Language;208;72;;10
Spring 2016-2017;31031;3;Mathematics;201;43;;10
Spring 2016-2017;31031;3;Reading;198;48;;10
Spring 2016-2017;31071;3;Language;197;42;;10
Spring 2016-2017;31071;3;Mathematics;202;46;;10
Spring 2016-2017;31071;3;Reading;185;18;;10
Spring 2016-2017;31081;3;Language;210;76;;
Spring 2016-2017;31081;3;Mathematics;212;73;;
Spring 2016-2017;31081;3;Reading;211;79;;
Spring 2016-2017;31091;3;Language;201;53;;10
Spring 2016-2017;31091;3;Mathematics;211;71;;10
Spring 2016-2017;31091;3;Reading;194;38;;10
Spring 2016-2017;31111;3;Language;200;50;;10
Spring 2016-2017;31111;3;Mathematics;209;66;;10
Spring 2016-2017;31111;3;Reading;212;81;;10
Spring 2016-2017;31131;3;Language;204;61;;10
Spring 2016-2017;31131;3;Mathematics;197;32;;10
Spring 2016-2017;31131;3;Reading;195;41;;10
Spring 2016-2017;31141;3;Language;199;47;;10
Spring 2016-2017;31141;3;Mathematics;196;30;;10
Spring 2016-2017;31141;3;Reading;183;15;;10
Spring 2016-2017;31151;2;Mathematics;198;67;;9
Spring 2016-2017;31151;2;Reading;181;31;;9
Spring 2016-2017;31161;5;Language;208;40;;
Spring 2016-2017;31161;5;Mathematics;216;37;;
Spring 2016-2017;31161;5;Reading;202;25;;
Spring 2016-2017;31171;7;Language;219;54;;
Spring 2016-2017;31171;7;Mathematics;218;27;;
Spring 2016-2017;31171;7;Reading;217;47;;
Spring 2016-2017;31191;3;Language;201;53;;10
Spring 2016-2017;31191;3;Mathematics;194;25;;10
Spring 2016-2017;31191;3;Reading;182;14;;10
Spring 2016-2017;31201;2;Mathematics;189;41;;9
Spring 2016-2017;31201;2;Reading;171;12;;9
Spring 2016-2017;31211;6;Language;228;83;;
Spring 2016-2017;31211;6;Mathematics;231;63;;
Spring 2016-2017;31211;6;Reading;233;88;;
Spring 2016-2017;31212;5;Language;232;94;;12
Spring 2016-2017;31212;5;Mathematics;242;90;;12
Spring 2016-2017;31212;5;Reading;224;80;;12
Spring 2016-2017;31221;2;Mathematics;185;30;;9
Spring 2016-2017;31221;2;Reading;171;12;;9
Spring 2016-2017;31231;5;Language;216;63;;
Spring 2016-2017;31231;5;Mathematics;212;28;;
Spring 2016-2017;31231;5;Reading;226;83;;
Spring 2016-2017;31281;3;Language;198;44;;10
Spring 2016-2017;31281;3;Mathematics;193;23;;10
Spring 2016-2017;31281;3;Reading;179;10;;10
Spring 2016-2017;31311;3;Language;182;10;;10
Spring 2016-2017;31311;3;Mathematics;187;12;;10
Spring 2016-2017;31311;3;Reading;175;6;;10
Spring 2016-2017;31331;3;Language;204;61;;10
Spring 2016-2017;31331;3;Mathematics;209;66;;10
Spring 2016-2017;31331;3;Reading;201;56;;10
Spring 2016-2017;31352;9;Language;232;79;;
Spring 2016-2017;31352;9;Mathematics;261;92;;
Spring 2016-2017;31352;9;Reading;237;82;;
Spring 2016-2017;31353;5;Language;215;61;;12
Spring 2016-2017;31353;5;Mathematics;232;74;;12
Spring 2016-2017;31353;5;Reading;228;86;;12
Spring 2016-2017;31354;5;Language;216;63;;12
Spring 2016-2017;31354;5;Mathematics;227;64;;12
Spring 2016-2017;31354;5;Reading;209;42;;12
Spring 2016-2017;31371;3;Language;210;76;;10
Spring 2016-2017;31371;3;Mathematics;203;49;;10
Spring 2016-2017;31371;3;Reading;207;71;;10
Spring 2016-2017;31401;3;Language;211;78;;10
Spring 2016-2017;31401;3;Mathematics;219;87;;10
Spring 2016-2017;31401;3;Reading;211;79;;10
Spring 2016-2017;31421;3;Language;203;58;;10
Spring 2016-2017;31421;3;Mathematics;199;37;;10
Spring 2016-2017;31421;3;Reading;198;48;;10
Spring 2016-2017;31451;2;Mathematics;208;88;;9
Spring 2016-2017;31451;2;Reading;188;48;;9
Spring 2016-2017;31471;2;Mathematics;190;44;;9
Spring 2016-2017;31471;2;Reading;176;20;;9
Spring 2016-2017;31481;2;Mathematics;164;2;;9
Spring 2016-2017;31481;2;Reading;160;3;;9
Spring 2016-2017;31501;2;Mathematics;193;53;;9
Spring 2016-2017;31501;2;Reading;187;46;;9
Spring 2016-2017;31511;3;Language;190;24;;10
Spring 2016-2017;31511;3;Mathematics;186;10;;10
Spring 2016-2017;31511;3;Reading;186;20;;10
Spring 2016-2017;31521;3;Language;201;53;;10
Spring 2016-2017;31521;3;Mathematics;200;40;;10
Spring 2016-2017;31521;3;Reading;198;48;;10
Spring 2016-2017;31541;2;Mathematics;186;33;;9
Spring 2016-2017;31541;2;Reading;177;22;;9
Spring 2016-2017;31561;2;Mathematics;198;67;;9
Spring 2016-2017;31561;2;Reading;193;61;;9
Spring 2016-2017;31581;2;Mathematics;185;30;;9
Spring 2016-2017;31581;2;Reading;174;17;;9
Spring 2016-2017;31601;2;Mathematics;200;72;;
Spring 2016-2017;31601;2;Reading;197;71;;
Spring 2016-2017;31651;2;Mathematics;186;33;;9
Spring 2016-2017;31651;2;Reading;164;5;;9
Spring 2016-2017;31671;2;Mathematics;209;89;;9
Spring 2016-2017;31671;2;Reading;179;26;;9
Spring 2016-2017;31701;9;Language;225;63;;
Spring 2016-2017;31701;9;Mathematics;244;71;;
Spring 2016-2017;31701;9;Reading;225;58;;
