Term;Student Number;Grade;Subject;RIT;Percentile;LEXILE SCORE;Grade Level
Spring 2015-2016;32902;7;Reading;223;63;;
Spring 2015-2016;33021;3;Language;196;39;;11
Spring 2015-2016;33021;3;Mathematics;196;30;;11
Spring 2015-2016;33021;3;Reading;198;48;;11
Spring 2015-2016;33231;7;Language;224;68;;
Spring 2015-2016;33231;7;Mathematics;237;68;;
Spring 2015-2016;33231;7;Reading;238;91;;
Spring 2015-2016;33331;7;Language;227;75;;
Spring 2015-2016;33331;7;Mathematics;229;51;;
Spring 2015-2016;33331;7;Reading;224;65;;
Spring 2015-2016;33332;4;Language;216;75;;
Spring 2015-2016;33332;4;Mathematics;211;43;;
Spring 2015-2016;33332;4;Reading;212;66;;
Spring 2015-2016;33411;2;Mathematics;188;38;;10
Spring 2015-2016;33411;2;Reading;180;28;;10
Spring 2015-2016;33671;9;Language;227;68;;
Spring 2015-2016;33671;9;Mathematics;248;77;;
Spring 2015-2016;33671;9;Reading;235;79;;
Spring 2015-2016;33681;9;Language;228;70;;
Spring 2015-2016;33681;9;Mathematics;248;77;;
Spring 2015-2016;33681;9;Reading;235;79;;
Spring 2015-2016;33682;6;Language;220;64;;
Spring 2015-2016;33682;6;Mathematics;239;79;;
Spring 2015-2016;33682;6;Reading;221;64;;
Spring 2015-2016;33751;5;Language;201;21;;
Spring 2015-2016;33751;5;Mathematics;215;35;;
Spring 2015-2016;33751;5;Reading;197;16;;
Spring 2015-2016;33761;3;Language;193;31;;11
Spring 2015-2016;33761;3;Mathematics;197;32;;11
Spring 2015-2016;33761;3;Reading;176;7;;11
Spring 2015-2016;33762;3;Language;183;11;;11
Spring 2015-2016;33762;3;Mathematics;186;10;;11
Spring 2015-2016;33762;3;Reading;173;4;;11
Spring 2015-2016;33781;3;Language;224;96;;11
Spring 2015-2016;33781;3;Mathematics;224;93;;11
Spring 2015-2016;33781;3;Reading;211;79;;11
Spring 2015-2016;33791;6;Language;222;69;;
Spring 2015-2016;33791;6;Mathematics;226;52;;
Spring 2015-2016;33791;6;Reading;225;74;;
Spring 2015-2016;33801;4;Language;218;80;;12
Spring 2015-2016;33801;4;Mathematics;221;69;;12
Spring 2015-2016;33801;4;Reading;218;79;;12
Spring 2015-2016;33802;2;Mathematics;203;79;;10
Spring 2015-2016;33802;2;Reading;192;59;;10
Spring 2015-2016;33812;6;Language;230;87;;
Spring 2015-2016;33812;6;Mathematics;234;70;;
Spring 2015-2016;33812;6;Reading;225;74;;
Spring 2015-2016;33821;5;Language;214;58;;
Spring 2015-2016;33821;5;Mathematics;212;28;;
Spring 2015-2016;33821;5;Reading;197;16;;
Spring 2015-2016;33822;3;Language;184;13;;
Spring 2015-2016;33822;3;Mathematics;212;73;;
Spring 2015-2016;33822;3;Reading;182;14;;
Spring 2015-2016;33831;5;Language;234;96;;
Spring 2015-2016;33831;5;Mathematics;238;85;;
Spring 2015-2016;33831;5;Reading;237;96;;
Spring 2015-2016;33851;2;Mathematics;181;21;;
Spring 2015-2016;33851;2;Reading;189;51;;
Spring 2015-2016;33861;9;Language;235;84;;
Spring 2015-2016;33861;9;Mathematics;260;91;;
Spring 2015-2016;33861;9;Reading;243;90;;
Spring 2015-2016;33871;7;Language;224;68;;
Spring 2015-2016;33871;7;Mathematics;228;49;;
Spring 2015-2016;33871;7;Reading;221;57;;
Spring 2015-2016;33872;4;Language;201;34;;12
Spring 2015-2016;33872;4;Mathematics;203;24;;12
Spring 2015-2016;33872;4;Reading;196;25;;12
Spring 2015-2016;33891;2;Mathematics;197;64;;10
Spring 2015-2016;33891;2;Reading;203;83;;10
Spring 2015-2016;33901;2;Mathematics;184;27;;
Spring 2015-2016;33901;2;Reading;184;38;;
Spring 2015-2016;34331;3;Language;193;31;;11
Spring 2015-2016;34331;3;Mathematics;207;60;;11
Spring 2015-2016;34331;3;Reading;195;41;;11
Spring 2015-2016;34351;3;Language;206;67;;11
Spring 2015-2016;34351;3;Mathematics;218;86;;11
Spring 2015-2016;34351;3;Reading;209;75;;11
Spring 2015-2016;34432;6;Language;222;69;;
Spring 2015-2016;34432;6;Mathematics;222;42;;
Spring 2015-2016;34432;6;Reading;228;80;;
Spring 2015-2016;34521;6;Language;210;35;;
Spring 2015-2016;34521;6;Mathematics;233;68;;
Spring 2015-2016;34521;6;Reading;223;69;;
Spring 2015-2016;34631;2;Mathematics;200;72;;10
Spring 2015-2016;34631;2;Reading;192;59;;10
Spring 2015-2016;34641;7;Language;214;40;;
Spring 2015-2016;34641;7;Mathematics;236;66;;
Spring 2015-2016;34641;7;Reading;228;74;;
Spring 2015-2016;34651;5;Language;224;83;;
Spring 2015-2016;34651;5;Mathematics;253;97;;
Spring 2015-2016;34651;5;Reading;224;80;;
Spring 2015-2016;34661;2;Mathematics;206;85;;10
Spring 2015-2016;34661;2;Reading;167;8;;10
Spring 2015-2016;34711;2;Mathematics;203;79;;
Spring 2015-2016;34711;2;Reading;194;64;;
Spring 2015-2016;34881;3;Language;206;67;;
Spring 2015-2016;34881;3;Mathematics;194;25;;
Spring 2015-2016;34881;3;Reading;210;77;;
Spring 2015-2016;34891;7;Language;234;88;;
Spring 2015-2016;34891;7;Mathematics;245;82;;
Spring 2015-2016;34891;7;Reading;215;42;;
Spring 2015-2016;34921;9;Language;232;79;;
Spring 2015-2016;34921;9;Mathematics;230;43;;
Spring 2015-2016;34921;9;Reading;232;73;;
Spring 2015-2016;34922;6;Language;228;83;;
Spring 2015-2016;34922;6;Mathematics;232;66;;
Spring 2015-2016;34922;6;Reading;237;93;;
Spring 2015-2016;34931;6;Language;226;79;;
Spring 2015-2016;34931;6;Mathematics;244;87;;
Spring 2015-2016;34931;6;Reading;225;74;;
Spring 2015-2016;34932;4;Language;212;65;;12
Spring 2015-2016;34932;4;Mathematics;220;67;;12
Spring 2015-2016;34932;4;Reading;213;68;;12
Spring 2015-2016;34933;2;Mathematics;179;17;;10
Spring 2015-2016;34933;2;Reading;185;40;;10
Spring 2015-2016;34961;8;Language;230;78;;
Spring 2015-2016;34961;8;Mathematics;234;56;;
Spring 2015-2016;34961;8;Reading;223;57;;
Spring 2015-2016;34991;2;Mathematics;179;17;;10
Spring 2015-2016;34991;2;Reading;181;31;;10
Spring 2015-2016;35001;3;Language;175;4;;
Spring 2015-2016;35001;3;Mathematics;192;20;;
Spring 2015-2016;35001;3;Reading;170;3;;
Spring 2015-2016;35002;3;Language;213;82;;
Spring 2015-2016;35002;3;Mathematics;213;76;;
Spring 2015-2016;35002;3;Reading;209;75;;
Spring 2015-2016;35011;3;Language;205;64;;
Spring 2015-2016;35011;3;Mathematics;213;76;;
Spring 2015-2016;35011;3;Reading;204;64;;
Spring 2015-2016;35471;6;Language;219;61;;
Spring 2015-2016;35471;6;Mathematics;227;54;;
Spring 2015-2016;35471;6;Reading;211;37;;
Spring 2015-2016;35561;9;Language;207;18;;
Spring 2015-2016;35561;9;Mathematics;236;55;;
Spring 2015-2016;35561;9;Reading;219;43;;
Spring 2015-2016;35571;9;Language;241;92;;
Spring 2015-2016;35571;9;Mathematics;275;98;;
Spring 2015-2016;35571;9;Reading;248;95;;
Winter 2020-2021;16793;9;Mathematics;231;55;;12
Winter 2020-2021;16793;9;Reading;233;75;;12
Winter 2020-2021;17813;9;Mathematics;247;82;;12
Winter 2020-2021;17813;9;Reading;227;64;;12
Winter 2020-2021;17962;9;Mathematics;233;59;;12
Winter 2020-2021;17962;9;Reading;214;36;;12
Winter 2020-2021;18712;7;Mathematics;224;50;;10
Winter 2020-2021;18712;7;Reading;208;29;;10
Winter 2020-2021;19613;6;Mathematics;222;56;;9
Winter 2020-2021;19613;6;Reading;212;45;;9
Winter 2020-2021;21042;7;Mathematics;223;48;;10
Winter 2020-2021;21042;7;Reading;229;77;;10
Winter 2020-2021;21053;6;Mathematics;223;58;;9
Winter 2020-2021;21053;6;Reading;212;45;;9
Winter 2020-2021;21164;7;Mathematics;217;35;;
Winter 2020-2021;21164;7;Reading;223;64;;
Winter 2020-2021;21272;6;Mathematics;209;26;;9
Winter 2020-2021;21272;6;Reading;213;48;;9
Winter 2020-2021;21834;7;Mathematics;209;20;;10
Winter 2020-2021;21834;7;Reading;194;8;;10
Winter 2020-2021;22113;5;Mathematics;227;78;;
Winter 2020-2021;22113;5;Reading;214;62;;
Winter 2020-2021;22152;9;Mathematics;270;98;;12
Winter 2020-2021;22152;9;Reading;243;88;;12
Winter 2020-2021;22422;8;Mathematics;230;54;;11
Winter 2020-2021;22422;8;Reading;237;84;;11
Winter 2020-2021;22783;4;Mathematics;204;45;;7
Winter 2020-2021;22783;4;Reading;183;12;;7
Winter 2020-2021;22802;4;Mathematics;196;25;;7
Winter 2020-2021;22802;4;Reading;196;34;;7
Winter 2020-2021;22812;9;Mathematics;257;92;;12
Winter 2020-2021;22812;9;Reading;234;76;;12
Winter 2020-2021;23063;7;Mathematics;217;35;;10
Winter 2020-2021;23063;7;Reading;203;19;;10
Winter 2020-2021;23132;8;Mathematics;228;50;;11
Winter 2020-2021;23132;8;Reading;226;63;;11
Winter 2020-2021;23193;9;Mathematics;246;81;;12
Winter 2020-2021;23193;9;Reading;235;78;;12
Winter 2020-2021;23783;7;Mathematics;248;91;;
Winter 2020-2021;23783;7;Reading;230;79;;
Winter 2020-2021;23903;9;Mathematics;230;53;;12
Winter 2020-2021;23903;9;Reading;227;64;;12
Winter 2020-2021;24092;9;Mathematics;252;88;;12
Winter 2020-2021;24092;9;Reading;226;62;;12
Winter 2020-2021;24172;7;Mathematics;219;39;;10
Winter 2020-2021;24172;7;Reading;214;42;;10
Winter 2020-2021;24212;8;Mathematics;228;50;;11
Winter 2020-2021;24212;8;Reading;235;81;;11
Winter 2020-2021;24222;8;Mathematics;222;38;;11
Winter 2020-2021;24222;8;Reading;217;42;;11
Winter 2020-2021;24243;5;Mathematics;215;51;;8
Winter 2020-2021;24243;5;Reading;217;69;;8
Winter 2020-2021;24252;8;Mathematics;257;93;;11
Winter 2020-2021;24252;8;Reading;247;94;;11
Winter 2020-2021;24322;8;Mathematics;203;10;;11
Winter 2020-2021;24322;8;Reading;200;11;;11
Winter 2020-2021;24332;8;Mathematics;244;79;;11
Winter 2020-2021;24332;8;Reading;228;67;;11
Winter 2020-2021;24372;8;Mathematics;221;36;;11
Winter 2020-2021;24372;8;Reading;226;63;;11
Winter 2020-2021;24402;6;Mathematics;207;23;;9
Winter 2020-2021;24402;6;Reading;212;45;;9
Winter 2020-2021;24422;5;Mathematics;205;27;;8
Winter 2020-2021;24422;5;Reading;203;35;;8
Winter 2020-2021;24502;7;Mathematics;230;63;;10
Winter 2020-2021;24502;7;Reading;228;75;;10
Winter 2020-2021;24542;9;Mathematics;261;95;;12
Winter 2020-2021;24542;9;Reading;236;80;;12
Winter 2020-2021;24572;5;Mathematics;206;29;;8
Winter 2020-2021;24572;5;Reading;204;37;;8
Winter 2020-2021;24602;9;Mathematics;264;96;;12
Winter 2020-2021;24602;9;Reading;246;91;;12
Winter 2020-2021;24652;8;Mathematics;253;90;;11
Winter 2020-2021;24652;8;Reading;248;95;;11
Winter 2020-2021;24682;8;Mathematics;227;48;;11
Winter 2020-2021;24682;8;Reading;221;51;;11
Winter 2020-2021;24692;8;Mathematics;240;73;;11
Winter 2020-2021;24692;8;Reading;222;54;;11
Winter 2020-2021;24722;7;Mathematics;239;80;;10
Winter 2020-2021;24722;7;Reading;231;80;;10
Winter 2020-2021;24723;5;Mathematics;199;16;;8
Winter 2020-2021;24723;5;Reading;198;24;;8
Winter 2020-2021;24823;9;Mathematics;234;60;;12
Winter 2020-2021;24823;9;Reading;230;69;;12
Winter 2020-2021;24873;8;Mathematics;226;46;;11
Winter 2020-2021;24873;8;Reading;232;75;;11
Winter 2020-2021;24874;5;Mathematics;206;29;;8
Winter 2020-2021;24874;5;Reading;220;75;;8
Winter 2020-2021;24892;9;Mathematics;249;84;;12
Winter 2020-2021;24892;9;Reading;216;40;;12
Winter 2020-2021;24942;7;Mathematics;219;39;;10
Winter 2020-2021;24942;7;Reading;213;40;;10
Winter 2020-2021;24952;7;Mathematics;240;81;;10
Winter 2020-2021;24952;7;Reading;219;55;;10
Winter 2020-2021;24962;9;Mathematics;246;81;;12
Winter 2020-2021;24962;9;Reading;235;78;;12
Winter 2020-2021;24992;7;Mathematics;210;22;;10
Winter 2020-2021;24992;7;Mathematics;219;39;;10
Winter 2020-2021;24992;7;Reading;201;16;;10
Winter 2020-2021;25002;9;Mathematics;253;89;;12
Winter 2020-2021;25002;9;Reading;235;78;;12
Winter 2020-2021;25022;9;Mathematics;229;51;;12
Winter 2020-2021;25022;9;Reading;236;80;;12
Winter 2020-2021;25052;8;Mathematics;232;58;;11
Winter 2020-2021;25052;8;Reading;216;39;;11
Winter 2020-2021;25053;4;Mathematics;208;55;;7
Winter 2020-2021;25053;4;Reading;197;37;;7
Winter 2020-2021;25062;9;Mathematics;247;82;;12
Winter 2020-2021;25062;9;Reading;238;82;;12
Winter 2020-2021;25082;4;Mathematics;204;45;;7
Winter 2020-2021;25082;4;Reading;199;41;;7
Winter 2020-2021;25152;4;Mathematics;192;17;;7
Winter 2020-2021;25152;4;Reading;189;20;;7
Winter 2020-2021;25272;4;Mathematics;215;72;;7
Winter 2020-2021;25272;4;Reading;211;70;;7
Winter 2020-2021;25372;8;Mathematics;220;34;;11
Winter 2020-2021;25372;8;Reading;223;56;;11
Winter 2020-2021;25392;9;Mathematics;241;73;;12
Winter 2020-2021;25392;9;Reading;242;87;;12
Winter 2020-2021;25432;8;Mathematics;234;62;;11
Winter 2020-2021;25432;8;Reading;234;79;;11
Winter 2020-2021;25462;6;Mathematics;203;16;;9
Winter 2020-2021;25462;6;Reading;194;11;;9
Winter 2020-2021;25512;8;Mathematics;223;40;;11
Winter 2020-2021;25512;8;Reading;214;35;;11
Winter 2020-2021;25522;9;Mathematics;228;49;;12
Winter 2020-2021;25522;9;Reading;216;40;;12
Winter 2020-2021;25582;6;Mathematics;226;65;;9
Winter 2020-2021;25582;6;Reading;216;55;;9
Winter 2020-2021;25612;5;Mathematics;209;36;;8
Winter 2020-2021;25612;5;Reading;209;50;;8
Winter 2020-2021;25632;7;Mathematics;215;31;;10
Winter 2020-2021;25632;7;Reading;211;35;;10
Winter 2020-2021;25701;8;Mathematics;201;8;;11
Winter 2020-2021;25701;8;Reading;200;11;;11
Winter 2020-2021;26712;6;Mathematics;207;23;;9
Winter 2020-2021;26712;6;Reading;200;19;;9
Winter 2020-2021;26722;6;Mathematics;218;46;;9
Winter 2020-2021;26722;6;Reading;220;65;;9
Winter 2020-2021;26742;6;Mathematics;228;69;;9
Winter 2020-2021;26742;6;Reading;226;78;;9
Winter 2020-2021;26812;8;Mathematics;246;82;;11
Winter 2020-2021;26812;8;Reading;234;79;;11
Winter 2020-2021;26832;9;Mathematics;233;59;;12
Winter 2020-2021;26832;9;Reading;216;40;;12
Winter 2020-2021;26862;9;Mathematics;259;93;;12
Winter 2020-2021;26862;9;Reading;250;94;;12
Winter 2020-2021;26882;9;Mathematics;233;59;;12
Winter 2020-2021;26882;9;Reading;231;71;;12
Winter 2020-2021;26883;5;Mathematics;213;46;;8
Winter 2020-2021;26883;5;Reading;216;67;;8
Winter 2020-2021;26892;8;Mathematics;238;70;;
Winter 2020-2021;26892;8;Reading;221;51;;
Winter 2020-2021;26893;6;Mathematics;218;46;;
Winter 2020-2021;26893;6;Reading;216;55;;
Winter 2020-2021;26902;9;Mathematics;250;86;;12
Winter 2020-2021;26902;9;Reading;248;93;;12
Winter 2020-2021;27041;9;Mathematics;245;79;;12
Winter 2020-2021;27041;9;Reading;226;62;;12
Winter 2020-2021;27082;9;Mathematics;249;84;;12
Winter 2020-2021;27082;9;Reading;243;88;;12
Winter 2020-2021;27252;8;Mathematics;243;78;;11
Winter 2020-2021;27252;8;Reading;241;89;;11
Winter 2020-2021;27272;8;Mathematics;208;15;;11
Winter 2020-2021;27272;8;Reading;210;26;;11
Winter 2020-2021;27282;9;Mathematics;243;76;;12
Winter 2020-2021;27282;9;Reading;234;76;;12
Winter 2020-2021;27312;9;Mathematics;242;75;;12
Winter 2020-2021;27312;9;Reading;218;45;;12
Winter 2020-2021;27322;8;Mathematics;231;56;;11
Winter 2020-2021;27322;8;Reading;221;51;;11
Winter 2020-2021;27372;9;Mathematics;245;79;;12
Winter 2020-2021;27372;9;Reading;214;36;;12
Winter 2020-2021;27392;9;Mathematics;248;83;;12
Winter 2020-2021;27392;9;Reading;245;90;;12
Winter 2020-2021;27432;9;Mathematics;236;64;;12
Winter 2020-2021;27432;9;Reading;221;51;;12
Winter 2020-2021;27442;9;Mathematics;261;95;;12
Winter 2020-2021;27442;9;Reading;240;85;;12
Winter 2020-2021;27451;8;Mathematics;231;56;;11
Winter 2020-2021;27451;8;Reading;233;77;;11
Winter 2020-2021;27452;8;Mathematics;239;71;;11
Winter 2020-2021;27452;8;Reading;234;79;;11
Winter 2020-2021;27461;9;Mathematics;250;86;;12
Winter 2020-2021;27461;9;Reading;234;76;;12
Winter 2020-2021;27462;6;Mathematics;223;58;;9
Winter 2020-2021;27462;6;Reading;231;86;;9
Winter 2020-2021;27521;9;Mathematics;236;64;;12
Winter 2020-2021;27521;9;Reading;241;86;;12
Winter 2020-2021;27522;6;Mathematics;226;65;;9
Winter 2020-2021;27522;6;Reading;225;76;;9
Winter 2020-2021;27532;8;Mathematics;239;71;;11
Winter 2020-2021;27532;8;Reading;233;77;;11
Winter 2020-2021;27533;4;Mathematics;202;39;;7
Winter 2020-2021;27533;4;Reading;199;42;;7
Winter 2020-2021;27551;9;Mathematics;240;71;;12
Winter 2020-2021;27551;9;Reading;243;88;;12
Winter 2020-2021;27552;7;Mathematics;238;78;;10
Winter 2020-2021;27552;7;Reading;229;77;;10
Winter 2020-2021;27612;9;Mathematics;247;82;;12
Winter 2020-2021;27612;9;Reading;232;73;;12
Winter 2020-2021;27613;5;Mathematics;210;38;;8
Winter 2020-2021;27613;5;Reading;214;62;;8
Winter 2020-2021;27621;9;Mathematics;248;83;;12
Winter 2020-2021;27621;9;Reading;224;57;;12
Winter 2020-2021;27662;7;Mathematics;227;57;;10
Winter 2020-2021;27662;7;Reading;233;84;;10
Winter 2020-2021;27672;7;Mathematics;226;54;;10
Winter 2020-2021;27672;7;Reading;206;25;;10
Winter 2020-2021;27691;8;Mathematics;243;78;;11
Winter 2020-2021;27691;8;Reading;235;81;;11
Winter 2020-2021;27701;9;Mathematics;241;73;;12
Winter 2020-2021;27701;9;Reading;223;55;;12
Winter 2020-2021;27713;6;Mathematics;217;44;;9
Winter 2020-2021;27713;6;Reading;211;43;;9
Winter 2020-2021;27722;6;Mathematics;220;51;;9
Winter 2020-2021;27722;6;Reading;221;67;;9
Winter 2020-2021;27731;9;Mathematics;222;37;;12
Winter 2020-2021;27731;9;Reading;213;34;;12
Winter 2020-2021;27752;8;Mathematics;234;62;;11
Winter 2020-2021;27752;8;Reading;230;72;;11
Winter 2020-2021;27763;8;Mathematics;231;56;;11
Winter 2020-2021;27763;8;Reading;229;69;;11
Winter 2020-2021;27764;6;Mathematics;205;19;;9
Winter 2020-2021;27764;6;Reading;211;43;;9
Winter 2020-2021;27812;6;Mathematics;214;37;;9
Winter 2020-2021;27812;6;Reading;212;45;;9
Winter 2020-2021;27822;8;Mathematics;237;68;;11
Winter 2020-2021;27822;8;Reading;237;84;;11
Winter 2020-2021;27831;8;Mathematics;239;71;;11
Winter 2020-2021;27831;8;Reading;224;58;;11
Winter 2020-2021;27851;9;Mathematics;248;83;;12
Winter 2020-2021;27851;9;Reading;230;69;;12
Winter 2020-2021;27861;9;Mathematics;249;84;;12
Winter 2020-2021;27861;9;Reading;222;53;;12
Winter 2020-2021;27862;4;Mathematics;203;42;;7
Winter 2020-2021;27862;4;Reading;196;35;;7
Winter 2020-2021;27961;8;Mathematics;240;73;;11
Winter 2020-2021;27961;8;Reading;232;75;;11
Winter 2020-2021;28081;8;Mathematics;249;86;;11
Winter 2020-2021;28081;8;Reading;241;89;;11
Winter 2020-2021;28092;5;Mathematics;216;53;;8
Winter 2020-2021;28092;5;Reading;218;71;;8
Winter 2020-2021;28101;9;Mathematics;250;86;;12
Winter 2020-2021;28101;9;Reading;238;82;;12
Winter 2020-2021;28162;6;Mathematics;214;37;;9
Winter 2020-2021;28162;6;Reading;224;74;;9
Winter 2020-2021;28171;8;Mathematics;247;84;;11
Winter 2020-2021;28172;7;Mathematics;231;65;;10
Winter 2020-2021;28172;7;Reading;228;75;;10
Winter 2020-2021;28181;7;Mathematics;232;67;;10
Winter 2020-2021;28181;7;Reading;211;35;;10
Winter 2020-2021;28182;5;Mathematics;210;38;;8
Winter 2020-2021;28182;5;Reading;214;62;;8
Winter 2020-2021;28211;8;Mathematics;227;48;;11
Winter 2020-2021;28211;8;Reading;224;58;;11
Winter 2020-2021;28212;6;Mathematics;204;18;;9
Winter 2020-2021;28212;6;Reading;193;10;;9
Winter 2020-2021;28232;6;Mathematics;212;33;;9
Winter 2020-2021;28232;6;Reading;204;27;;9
Winter 2020-2021;28241;9;Mathematics;251;87;;12
Winter 2020-2021;28241;9;Reading;235;78;;12
Winter 2020-2021;28242;6;Mathematics;218;46;;9
Winter 2020-2021;28242;6;Reading;224;74;;9
Winter 2020-2021;28252;8;Mathematics;253;90;;11
Winter 2020-2021;28252;8;Reading;226;63;;11
Winter 2020-2021;28272;8;Mathematics;231;56;;11
Winter 2020-2021;28272;8;Reading;242;90;;11
Winter 2020-2021;28281;9;Mathematics;256;91;;12
Winter 2020-2021;28281;9;Reading;226;62;;12
Winter 2020-2021;28292;4;Mathematics;224;88;;7
Winter 2020-2021;28292;4;Reading;234;97;;7
Winter 2020-2021;28302;4;Mathematics;203;42;;7
Winter 2020-2021;28302;4;Reading;189;20;;7
Winter 2020-2021;28312;9;Mathematics;237;66;;12
Winter 2020-2021;28321;9;Mathematics;253;89;;12
Winter 2020-2021;28321;9;Reading;239;84;;12
Winter 2020-2021;28322;6;Mathematics;224;60;;
Winter 2020-2021;28322;6;Reading;223;72;;
Winter 2020-2021;28391;7;Mathematics;218;37;;10
Winter 2020-2021;28391;7;Reading;201;16;;10
Winter 2020-2021;28392;7;Mathematics;211;23;;
Winter 2020-2021;28392;7;Reading;201;16;;
Winter 2020-2021;28422;7;Mathematics;223;48;;10
Winter 2020-2021;28422;7;Reading;230;79;;10
Winter 2020-2021;28451;8;Mathematics;251;88;;11
Winter 2020-2021;28451;8;Reading;239;87;;11
Winter 2020-2021;28452;5;Mathematics;204;25;;
Winter 2020-2021;28452;5;Reading;212;57;;
Winter 2020-2021;28462;7;Mathematics;197;7;;9
Winter 2020-2021;28463;5;Mathematics;208;34;;8
Winter 2020-2021;28463;5;Reading;209;50;;8
Winter 2020-2021;28502;9;Mathematics;261;95;;12
Winter 2020-2021;28502;9;Reading;239;84;;12
Winter 2020-2021;28522;8;Mathematics;236;66;;11
Winter 2020-2021;28522;8;Reading;236;82;;11
Winter 2020-2021;28523;6;Mathematics;221;53;;9
Winter 2020-2021;28523;6;Reading;221;67;;9
Winter 2020-2021;28581;7;Mathematics;221;43;;10
Winter 2020-2021;28581;7;Reading;218;52;;10
Winter 2020-2021;28582;5;Mathematics;207;31;;8
Winter 2020-2021;28582;5;Reading;194;17;;8
Winter 2020-2021;28591;7;Mathematics;245;88;;10
Winter 2020-2021;28591;7;Reading;237;89;;10
Winter 2020-2021;28611;8;Mathematics;224;42;;11
Winter 2020-2021;28611;8;Reading;229;69;;11
Winter 2020-2021;28612;5;Mathematics;178;1;;
Winter 2020-2021;28612;5;Reading;176;2;;
Winter 2020-2021;28621;7;Mathematics;224;50;;10
Winter 2020-2021;28621;7;Reading;223;64;;10
Winter 2020-2021;28631;7;Mathematics;208;19;;10
Winter 2020-2021;28631;7;Reading;212;38;;10
Winter 2020-2021;28641;8;Mathematics;238;70;;11
Winter 2020-2021;28641;8;Reading;217;42;;11
Winter 2020-2021;28642;7;Mathematics;203;12;;
Winter 2020-2021;28642;7;Reading;201;16;;
Winter 2020-2021;28651;8;Mathematics;231;56;;11
Winter 2020-2021;28651;8;Reading;230;71;;11
Winter 2020-2021;28652;6;Mathematics;223;58;;9
Winter 2020-2021;28652;6;Reading;231;86;;9
Winter 2020-2021;28661;9;Mathematics;234;60;;12
Winter 2020-2021;28661;9;Reading;243;88;;12
Winter 2020-2021;28662;5;Mathematics;200;18;;8
Winter 2020-2021;28662;5;Reading;220;75;;8
Winter 2020-2021;28671;8;Mathematics;235;64;;11
Winter 2020-2021;28671;8;Reading;220;49;;11
Winter 2020-2021;28672;6;Mathematics;233;79;;9
Winter 2020-2021;28672;6;Reading;220;65;;9
Winter 2020-2021;28701;8;Mathematics;234;62;;11
Winter 2020-2021;28701;8;Reading;217;42;;11
Winter 2020-2021;28702;5;Mathematics;207;31;;8
Winter 2020-2021;28702;5;Reading;195;19;;8
Winter 2020-2021;28721;9;Mathematics;230;53;;12
Winter 2020-2021;28721;9;Reading;242;87;;12
Winter 2020-2021;28722;6;Mathematics;224;60;;9
Winter 2020-2021;28722;6;Reading;223;72;;9
Winter 2020-2021;28731;9;Mathematics;249;84;;12
Winter 2020-2021;28731;9;Reading;231;71;;12
Winter 2020-2021;28771;8;Mathematics;238;70;;11
Winter 2020-2021;28771;8;Reading;244;92;;11
Winter 2020-2021;28772;7;Mathematics;220;41;;10
Winter 2020-2021;28772;7;Reading;210;33;;10
Winter 2020-2021;28782;7;Mathematics;204;13;;10
Winter 2020-2021;28782;7;Reading;217;50;;10
Winter 2020-2021;28842;8;Mathematics;230;54;;11
Winter 2020-2021;28842;8;Reading;214;35;;11
Winter 2020-2021;28852;8;Mathematics;247;84;;11
Winter 2020-2021;28852;8;Reading;251;97;;11
Winter 2020-2021;28911;7;Mathematics;234;71;;10
Winter 2020-2021;28911;7;Reading;225;69;;10
Winter 2020-2021;28971;9;Mathematics;249;84;;12
Winter 2020-2021;28971;9;Reading;229;67;;12
Winter 2020-2021;28981;9;Mathematics;242;75;;12
Winter 2020-2021;28981;9;Reading;234;76;;12
Winter 2020-2021;28991;5;Mathematics;210;38;;8
Winter 2020-2021;28991;5;Reading;232;92;;8
Winter 2020-2021;29001;8;Mathematics;236;66;;11
Winter 2020-2021;29001;8;Reading;225;61;;11
Winter 2020-2021;29011;6;Mathematics;229;71;;9
Winter 2020-2021;29011;6;Reading;225;76;;9
Winter 2020-2021;29021;7;Mathematics;244;87;;10
Winter 2020-2021;29021;7;Reading;248;97;;10
Winter 2020-2021;29031;7;Mathematics;232;67;;10
Winter 2020-2021;29031;7;Reading;227;73;;10
Winter 2020-2021;29032;5;Mathematics;207;31;;8
Winter 2020-2021;29032;5;Reading;198;24;;8
Winter 2020-2021;29061;9;Mathematics;258;93;;12
Winter 2020-2021;29061;9;Reading;248;93;;12
Winter 2020-2021;29062;7;Mathematics;199;8;;10
Winter 2020-2021;29062;7;Reading;208;29;;10
Winter 2020-2021;29091;7;Mathematics;223;48;;10
Winter 2020-2021;29091;7;Reading;211;35;;10
Winter 2020-2021;29101;9;Mathematics;246;81;;12
Winter 2020-2021;29101;9;Reading;242;87;;12
Winter 2020-2021;29102;5;Mathematics;228;80;;8
Winter 2020-2021;29102;5;Reading;228;88;;8
Winter 2020-2021;29111;9;Mathematics;243;76;;12
Winter 2020-2021;29111;9;Reading;238;82;;12
Winter 2020-2021;29112;7;Mathematics;214;29;;10
Winter 2020-2021;29112;7;Reading;224;67;;10
Winter 2020-2021;29142;9;Mathematics;247;82;;12
Winter 2020-2021;29142;9;Reading;231;71;;12
Winter 2020-2021;29151;9;Mathematics;250;86;;12
Winter 2020-2021;29151;9;Reading;235;78;;12
Winter 2020-2021;29161;9;Mathematics;233;59;;12
Winter 2020-2021;29161;9;Reading;225;59;;12
