Year;Grade Level;Student Number;Finalgradename;Grade;Course Name;Section number
2023-2024;10;31541;Y1;2.7;BIOLOGY 9;E
2023-2024;10;31541;Y1;2.7;ESPAÑOL 9;B
2023-2024;10;31541;Y1;3.2;ENGLISH 9;F
2023-2024;10;31541;Y1;P;RELIGION;A
2023-2024;10;31561;Y1;3.6;ICT;B2
2023-2024;10;31561;Y1;3.4;WORLD HISTORY 9;A
2023-2024;10;31561;Y1;P;ETHICS;A
2023-2024;10;31561;Y1;3.3;INTEGRATED MATH 2 HONORS;C
2023-2024;10;31561;Y1;3.3;Estudios de Colombia y América Latina 1;F
2023-2024;10;31561;Y1;3.4;BIOLOGY 9;G
2023-2024;10;31561;Y1;3.5;ESPAÑOL 9;H
2023-2024;10;31561;Y1;3.3;ENGLISH 9;E
2023-2024;10;31561;Y1;3.7;GLOBAL ISSUES NETWORK 9;B1
2023-2024;10;31561;Y1;P;RELIGION;A
2023-2024;10;31561;Y1;3.6;Educación Física 9;D5
2023-2024;10;31581;Y1;3.6;ICT;B1
2023-2024;10;31581;Y1;3.5;WORLD HISTORY 9;H
2023-2024;10;31581;Y1;P;ETHICS;A
2023-2024;10;31581;Y1;2.6;INTEGRATED MATH 2;F
2023-2024;10;31581;Y1;3.5;Estudios de Colombia y América Latina 1;C
2023-2024;10;31581;Y1;3.0;BIOLOGY 9;A
2023-2024;10;31581;Y1;3.2;ESPAÑOL 9;E
2023-2024;10;31581;Y1;3.2;ENGLISH 9;G
2023-2024;10;31581;Y1;3.6;GLOBAL ISSUES NETWORK 9;B2
2023-2024;10;31581;Y1;P;RELIGION;A
2023-2024;10;31581;Y1;3.5;Educación Física 9;D4
2023-2024;10;31651;Y1;3.7;ICT;G1
2023-2024;10;31651;Y1;3.6;WORLD HISTORY 9;B
2023-2024;10;31651;Y1;3.9;MUSICAL THEATRE 9th;G2
2023-2024;10;31651;Y1;P;ETHICS;A
2023-2024;10;31651;Y1;3.3;INTEGRATED MATH 2;H
2023-2024;10;31651;Y1;3.5;Estudios de Colombia y América Latina 1;A
2023-2024;10;31651;Y1;3.2;BIOLOGY 9;E
2023-2024;10;31651;Y1;3.3;ESPAÑOL 9;C
2023-2024;10;31651;Y1;3.5;ENGLISH 9;F
2023-2024;10;31651;Y1;P;RELIGION;A
2023-2024;10;31651;Y1;3.5;Educación Física 9;D4
2023-2024;10;31671;Y1;3.6;ICT;H1
2023-2024;10;31671;Y1;3.8;WORLD HISTORY 9;E
2023-2024;10;31671;Y1;P;ETHICS;A
2023-2024;10;31671;Y1;3.4;INTEGRATED MATH 2;A
2023-2024;10;31671;Y1;3.7;Estudios de Colombia y América Latina 1;C
2023-2024;10;31671;Y1;3.6;BIOLOGY 9 HONORS;F
2023-2024;10;31671;Y1;2.8;ESPAÑOL 9;B
2023-2024;10;31671;Y1;3.5;ENGLISH 9;G
2023-2024;10;31671;Y1;P;RELIGION;A
2023-2024;10;31671;Y1;3.3;Educación Física 9;D1
2023-2024;10;31671;Y1;4.0;BAND INTERMEDIATE 9;H2
2023-2024;10;32021;Y1;3.7;ICT;B2
2023-2024;10;32021;Y1;4.0;WORLD HISTORY 9;H
2023-2024;10;32021;Y1;P;ETHICS;A
2023-2024;10;32021;Y1;3.0;INTEGRATED MATH 2;E
2023-2024;10;32021;Y1;3.7;Estudios de Colombia y América Latina 1;C
2023-2024;10;32021;Y1;3.7;BIOLOGY 9 HONORS;F
2023-2024;10;32021;Y1;3.5;ESPAÑOL 9;G
2023-2024;10;32021;Y1;3.9;ENGLISH 9 HNRS;A
2023-2024;10;32021;Y1;P;RELIGION;A
2023-2024;10;32021;Y1;3.4;Educación Física 9;D1
2023-2024;10;32021;Y1;3.9;ART 9;B1
2023-2024;10;32071;Y1;3.9;ICT;B1
2023-2024;10;32071;Y1;3.8;WORLD HISTORY 9;F
2023-2024;10;32071;Y1;P;ETHICS;A
2023-2024;10;32071;Y1;4.1;INTEGRATED MATH 2 HONORS;C
2023-2024;10;32071;Y1;3.7;Estudios de Colombia y América Latina 1;H
2023-2024;10;32071;Y1;3.9;BIOLOGY 9;E
2023-2024;10;32071;Y1;3.8;ESPAÑOL 9;G
2023-2024;10;32071;Y1;4.0;ENGLISH 9 HNRS;A
2023-2024;10;32071;Y1;4.0;GLOBAL ISSUES NETWORK 9;B2
2023-2024;10;32071;Y1;P;RELIGION;A
2023-2024;10;32071;Y1;3.7;Educación Física 9;D3
2023-2024;10;32091;Y1;3.4;ICT;B2
2023-2024;10;32091;Y1;3.4;WORLD HISTORY 9;A
2023-2024;10;32091;Y1;P;ETHICS;A
2023-2024;10;32091;Y1;3.5;INTEGRATED MATH 2 HONORS;C
2023-2024;10;32091;Y1;3.4;Estudios de Colombia y América Latina 1;F
2023-2024;10;32091;Y1;3.5;BIOLOGY 9;E
2023-2024;10;32091;Y1;3.4;ESPAÑOL 9;H
2023-2024;10;32091;Y1;3.5;ENGLISH 9;G
2023-2024;10;32091;Y1;3.8;GLOBAL ISSUES NETWORK 9;B1
2023-2024;10;32091;Y1;P;RELIGION;A
2023-2024;10;32091;Y1;3.3;Educación Física 9;D3
2023-2024;10;32121;Y1;3.5;ICT;G1
2023-2024;10;32121;Y1;3.4;WORLD HISTORY 9;E
2023-2024;10;32121;Y1;P;ETHICS;A
2023-2024;10;32121;Y1;3.9;READING WORKSHOP 9;G2
2023-2024;10;32121;Y1;2.5;INTEGRATED MATH 2;H
2023-2024;10;32121;Y1;2.9;Estudios de Colombia y América Latina 1;A
2023-2024;10;32121;Y1;2.7;BIOLOGY 9;C
2023-2024;10;32121;Y1;3.1;ESPAÑOL 9;B
2023-2024;10;32121;Y1;3.0;ENGLISH 9;F
2023-2024;10;32121;Y1;P;RELIGION;A
2023-2024;10;32121;Y1;3.3;Educación Física 9;D1
2023-2024;10;32151;Y1;3.8;ICT;B1
2023-2024;10;32151;Y1;3.4;WORLD HISTORY 9;F
2023-2024;10;32151;Y1;--;Servicio Sociales 9th;A
2023-2024;10;32151;Y1;P;ETHICS;A
2023-2024;10;32151;Y1;3.3;INTEGRATED MATH 2;H
2023-2024;10;32151;Y1;3.1;Estudios de Colombia y América Latina 1;A
2023-2024;10;32151;Y1;3.4;BIOLOGY 9;G
2023-2024;10;32151;Y1;3.4;ESPAÑOL 9;C
2023-2024;10;32151;Y1;3.2;ENGLISH 9;E
2023-2024;10;32151;Y1;3.5;GLOBAL ISSUES NETWORK 9;B2
2023-2024;10;32151;Y1;P;RELIGION;A
2023-2024;10;32151;Y1;3.5;Educación Física 9;D5
2023-2024;10;32161;Y1;P;ETHICS;A
2023-2024;10;32181;Y1;3.1;ICT;H1
2023-2024;10;32181;Y1;2.9;WORLD HISTORY 9;E
2023-2024;10;32181;Y1;P;ETHICS;A
2023-2024;10;32181;Y1;2.4;INTEGRATED MATH 2;A
2023-2024;10;32181;Y1;2.3;Estudios de Colombia y América Latina 1;C
2023-2024;10;32181;Y1;2.7;BIOLOGY 9;G
2023-2024;10;32181;Y1;2.4;ESPAÑOL 9;B
2023-2024;10;32181;Y1;3.0;ENGLISH 9;F
2023-2024;10;32181;Y1;P;RELIGION;A
2023-2024;10;32181;Y1;2.8;Educación Física 9;D1
2023-2024;10;32181;Y1;4.0;BAND INTERMEDIATE 9;H2
2023-2024;10;32201;Y1;3.1;ICT;G2
2023-2024;10;32201;Y1;3.1;WORLD HISTORY 9;B
2023-2024;10;32201;Y1;P;ETHICS;A
2023-2024;10;32201;Y1;3.6;INTEGRATED MATH WORKSHOP 9;G1
2023-2024;10;32201;Y1;2.2;INTEGRATED MATH 2;F
2023-2024;10;32201;Y1;3.0;Estudios de Colombia y América Latina 1;H
2023-2024;10;32201;Y1;3.0;BIOLOGY 9;A
2023-2024;10;32201;Y1;3.3;ESPAÑOL 9;C
2023-2024;10;32201;Y1;3.4;ENGLISH 9;E
2023-2024;10;32201;Y1;P;RELIGION;A
2023-2024;10;32201;Y1;2.7;Educación Física 9;D2
2023-2024;10;32211;Y1;1.6;ICT;G1
2023-2024;10;32211;Y1;2.6;WORLD HISTORY 9;H
2023-2024;10;32211;Y1;P;ETHICS;A
2023-2024;10;32211;Y1;3.7;READING WORKSHOP 9;G2
2023-2024;10;32211;Y1;2.1;INTEGRATED MATH 2;A
2023-2024;10;32211;Y1;2.6;Estudios de Colombia y América Latina 1;F
2023-2024;10;32211;Y1;2.2;BIOLOGY 9;E
2023-2024;10;32211;Y1;2.3;ESPAÑOL 9;B
2023-2024;10;32211;Y1;2.5;ENGLISH 9;C
2023-2024;10;32211;Y1;P;RELIGION;A
2023-2024;10;32211;Y1;2.6;Educación Física 9;D4
2023-2024;10;32221;Y1;3.7;ICT;G1
2023-2024;10;32221;Y1;3.8;WORLD HISTORY 9;A
2023-2024;10;32221;Y1;4.0;MUSICAL THEATRE 9th;G2
2023-2024;10;32221;Y1;P;ETHICS;A
2023-2024;10;32221;Y1;3.9;INTEGRATED MATH 2 HONORS;C
2023-2024;10;32221;Y1;3.5;Estudios de Colombia y América Latina 1;H
2023-2024;10;32221;Y1;3.7;BIOLOGY 9;E
2023-2024;10;32221;Y1;3.5;ESPAÑOL 9;B
2023-2024;10;32221;Y1;3.6;ENGLISH 9;F
2023-2024;10;32221;Y1;P;RELIGION;A
2023-2024;10;32221;Y1;3.6;Educación Física 9;D4
2023-2024;10;32231;Y1;3.6;ICT;G1
2023-2024;10;32231;Y1;2.4;WORLD HISTORY 9;B
2023-2024;10;32231;Y1;P;ETHICS;A
2023-2024;10;32231;Y1;3.8;READING WORKSHOP 9;G2
2023-2024;10;32231;Y1;2.6;INTEGRATED MATH 2;F
2023-2024;10;32231;Y1;2.3;Estudios de Colombia y América Latina 1;H
2023-2024;10;32231;Y1;2.3;BIOLOGY 9;A
2023-2024;10;32231;Y1;2.4;ESPAÑOL 9;E
2023-2024;10;32231;Y1;2.5;ENGLISH 9;C
2023-2024;10;32231;Y1;P;RELIGION;A
2023-2024;10;32231;Y1;2.9;Educación Física 9;D5
2023-2024;10;32241;Y1;3.9;ICT;H1
2023-2024;10;32241;Y1;4.0;WORLD HISTORY 9;B
2023-2024;10;32241;Y1;P;ETHICS;A
2023-2024;10;32241;Y1;3.2;INTEGRATED MATH 2;E
2023-2024;10;32241;Y1;3.7;Estudios de Colombia y América Latina 1;C
2023-2024;10;32241;Y1;3.9;BIOLOGY 9 HONORS;F
2023-2024;10;32241;Y1;3.7;ESPAÑOL 9;G
2023-2024;10;32241;Y1;3.9;ENGLISH 9 HNRS;A
2023-2024;10;32241;Y1;P;RELIGION;A
2023-2024;10;32241;Y1;3.6;Educación Física 9;D1
2023-2024;10;32241;Y1;3.4;VOCAL 9;H2
2023-2024;10;32251;Y1;3.3;Educación Física 9;D5
2023-2024;10;32251;Y1;2.8;WORLD HISTORY 9;A
2023-2024;10;32251;Y1;P;ETHICS;A
2023-2024;10;32251;Y1;2.2;INTEGRATED MATH WORKSHOP 9;G2
2023-2024;10;32251;Y1;2.1;INTEGRATED MATH 2;F
2023-2024;10;32251;Y1;3.0;Study Skills HS;G1
2023-2024;10;32251;Y1;2.9;Estudios de Colombia y América Latina 1;B
2023-2024;10;32251;Y1;2.1;BIOLOGY 9;E
2023-2024;10;32251;Y1;3.1;ESPAÑOL 9;H
2023-2024;10;32251;Y1;2.6;ENGLISH 9;C
2023-2024;10;32251;Y1;P;RELIGION;A
2023-2024;10;32261;Y1;3.7;ICT;B1
2023-2024;10;32261;Y1;3.2;WORLD HISTORY 9;H
2023-2024;10;32261;Y1;P;ETHICS;A
2023-2024;10;32261;Y1;3.6;INTEGRATED MATH 2 HONORS;C
2023-2024;10;32261;Y1;3.3;Estudios de Colombia y América Latina 1;A
2023-2024;10;32261;Y1;3.4;BIOLOGY 9 HONORS;F
2023-2024;10;32261;Y1;3.4;ESPAÑOL 9;E
2023-2024;10;32261;Y1;3.3;ENGLISH 9;G
2023-2024;10;32261;Y1;3.6;GLOBAL ISSUES NETWORK 9;B2
2023-2024;10;32261;Y1;P;RELIGION;A
2023-2024;10;32261;Y1;3.6;Educación Física 9;D4
2023-2024;10;32271;Y1;3.1;Educación Física 9;D3
2023-2024;10;32271;Y1;2.3;ESPAÑOL MODIFICADO 9;C
2023-2024;10;32271;Y1;3.0;WORLD HISTORY 9 MODIFIED;B
2023-2024;10;32271;Y1;P;ETHICS;A
2023-2024;10;32271;Y1;3.2;INTEGRATED MATH 2 MODIFIED;E
2023-2024;10;32271;Y1;3.5;READING WORKSHOP 9;G1
2023-2024;10;32271;Y1;2.5;ECAL 1 MODIFICADO;H
2023-2024;10;32271;Y1;2.7;Study Skills HS;G2
2023-2024;10;32271;Y1;2.2;BIOLOGY MODIFIED 9;A
2023-2024;10;32271;Y1;2.5;ENGLISH 9 MODIFIED;F
2023-2024;10;32271;Y1;P;RELIGION;A
2023-2024;10;32281;Y1;3.7;ICT;G1
2023-2024;10;32281;Y1;3.6;WORLD HISTORY 9;B
2023-2024;10;32281;Y1;P;ETHICS;A
2023-2024;10;32281;Y1;3.9;READING WORKSHOP 9;G2
2023-2024;10;32281;Y1;3.5;INTEGRATED MATH 2 HONORS;C
2023-2024;10;32281;Y1;3.6;Estudios de Colombia y América Latina 1;A
2023-2024;10;32281;Y1;3.8;BIOLOGY 9 HONORS;F
2023-2024;10;32281;Y1;3.4;ESPAÑOL 9;H
2023-2024;10;32281;Y1;3.7;ENGLISH 9;E
2023-2024;10;32281;Y1;P;RELIGION;A
2023-2024;10;32281;Y1;3.6;Educación Física 9;D2
2023-2024;10;32371;Y1;3.3;ICT;H1
2023-2024;10;32371;Y1;4.0;WORLD HISTORY 9;E
2023-2024;10;32371;Y1;P;ETHICS;A
2023-2024;10;32371;Y1;3.6;INTEGRATED MATH 2 HONORS;C
2023-2024;10;32371;Y1;3.6;Estudios de Colombia y América Latina 1;A
2023-2024;10;32371;Y1;3.5;BIOLOGY 9 HONORS;F
2023-2024;10;32371;Y1;3.6;ESPAÑOL 9;B
2023-2024;10;32371;Y1;3.8;ENGLISH 9;G
2023-2024;10;32371;Y1;P;RELIGION;A
2023-2024;10;32371;Y1;3.2;Educación Física 9;D2
2023-2024;10;32371;Y1;4.0;BAND INTERMEDIATE 9;H2
2023-2024;10;32401;Y1;3.4;ICT;G2
2023-2024;10;32401;Y1;3.5;WORLD HISTORY 9;A
2023-2024;10;32401;Y1;P;ETHICS;A
2023-2024;10;32401;Y1;4.0;MODEL UNITED NATIONS 9th;G1
2023-2024;10;32401;Y1;3.5;INTEGRATED MATH 2 HONORS;C
2023-2024;10;32401;Y1;3.4;Estudios de Colombia y América Latina 1;H
2023-2024;10;32401;Y1;3.4;BIOLOGY 9 HONORS;F
2023-2024;10;32401;Y1;2.9;ESPAÑOL 9;B
2023-2024;10;32401;Y1;2.9;ENGLISH 9;E
2023-2024;10;32401;Y1;P;RELIGION;A
2023-2024;10;32401;Y1;3.6;Educación Física 9;D3
2023-2024;10;32411;Y1;2.7;ICT;H1
2023-2024;10;32411;Y1;2.8;WORLD HISTORY 9;F
2023-2024;10;32411;Y1;P;ETHICS;A
2023-2024;10;32411;Y1;2.3;INTEGRATED MATH 2;A
2023-2024;10;32411;Y1;2.8;Estudios de Colombia y América Latina 1;B
2023-2024;10;32411;Y1;2.9;BIOLOGY 9;G
2023-2024;10;32411;Y1;2.4;ESPAÑOL 9;E
2023-2024;10;32411;Y1;2.8;ENGLISH 9;C
2023-2024;10;32411;Y1;P;RELIGION;A
2023-2024;10;32411;Y1;3.6;Educación Física 9;D5
2023-2024;10;32411;Y1;3.8;VOCAL 9;H2
2023-2024;10;32421;Y1;3.3;ICT;G2
2023-2024;10;32421;Y1;3.4;WORLD HISTORY 9;H
2023-2024;10;32421;Y1;P;ETHICS;A
2023-2024;10;32421;Y1;4.0;MODEL UNITED NATIONS 9th;G1
2023-2024;10;32421;Y1;3.4;INTEGRATED MATH 2 HONORS;C
2023-2024;10;32421;Y1;2.7;Estudios de Colombia y América Latina 1;A
2023-2024;10;32421;Y1;3.2;BIOLOGY 9;E
2023-2024;10;32421;Y1;3.0;ESPAÑOL 9;B
2023-2024;10;32421;Y1;3.2;ENGLISH 9;F
2023-2024;10;32421;Y1;P;RELIGION;A
2023-2024;10;32421;Y1;3.3;Educación Física 9;D3
2023-2024;10;32431;Y1;3.6;ICT;B1
2023-2024;10;32431;Y1;3.3;WORLD HISTORY 9;F
2023-2024;10;32431;Y1;P;ETHICS;A
2023-2024;10;32431;Y1;2.9;INTEGRATED MATH 2 HONORS;C
2023-2024;10;32431;Y1;3.1;Estudios de Colombia y América Latina 1;H
2023-2024;10;32431;Y1;2.9;BIOLOGY 9;A
2023-2024;10;32431;Y1;2.9;ESPAÑOL 9;E
2023-2024;10;32431;Y1;3.1;ENGLISH 9;G
2023-2024;10;32431;Y1;3.6;GLOBAL ISSUES NETWORK 9;B2
2023-2024;10;32431;Y1;P;RELIGION;A
2023-2024;10;32431;Y1;3.4;Educación Física 9;D4
2023-2024;10;32441;Y1;2.9;ICT;G2
2023-2024;10;32441;Y1;3.7;WORLD HISTORY 9;E
2023-2024;10;32441;Y1;P;ETHICS;A
2023-2024;10;32441;Y1;4.0;MODEL UNITED NATIONS 9th;G1
2023-2024;10;32441;Y1;2.5;INTEGRATED MATH 2;F
2023-2024;10;32441;Y1;2.7;Estudios de Colombia y América Latina 1;B
2023-2024;10;32441;Y1;2.9;BIOLOGY 9;A
2023-2024;10;32441;Y1;2.4;ESPAÑOL 9;H
2023-2024;10;32441;Y1;3.4;ENGLISH 9;C
2023-2024;10;32441;Y1;P;RELIGION;A
2023-2024;10;32441;Y1;3.3;Educación Física 9;D3
2023-2024;10;32461;Y1;3.8;ICT;B2
2023-2024;10;32461;Y1;3.9;WORLD HISTORY 9;A
2023-2024;10;32461;Y1;P;ETHICS;A
2023-2024;10;32461;Y1;3.4;INTEGRATED MATH 2;E
2023-2024;10;32461;Y1;3.3;Estudios de Colombia y América Latina 1;H
2023-2024;10;32461;Y1;3.5;BIOLOGY 9;G
2023-2024;10;32461;Y1;3.5;ESPAÑOL 9;C
2023-2024;10;32461;Y1;3.7;ENGLISH 9;F
2023-2024;10;32461;Y1;3.9;GLOBAL ISSUES NETWORK 9;B1
2023-2024;10;32461;Y1;P;RELIGION;A
2023-2024;10;32461;Y1;3.2;Educación Física 9;D3
2023-2024;10;32591;Y1;3.7;ICT;H1
2023-2024;10;32591;Y1;3.8;WORLD HISTORY 9;B
2023-2024;10;32591;Y1;P;ETHICS;A
2023-2024;10;32591;Y1;3.4;INTEGRATED MATH 2;E
2023-2024;10;32591;Y1;3.7;Estudios de Colombia y América Latina 1;C
2023-2024;10;32591;Y1;3.8;BIOLOGY 9 HONORS;F
2023-2024;10;32591;Y1;3.7;ESPAÑOL 9;G
2023-2024;10;32591;Y1;3.7;ENGLISH 9 HNRS;A
2023-2024;10;32591;Y1;P;RELIGION;A
2023-2024;10;32591;Y1;3.2;Educación Física 9;D1
2023-2024;10;32591;Y1;4.0;BAND INTERMEDIATE 9;H2
2023-2024;10;32592;Y1;3.6;ICT;H1
2023-2024;10;32592;Y1;3.4;WORLD HISTORY 9;B
2023-2024;10;32592;Y1;P;ETHICS;A
2023-2024;10;32592;Y1;3.4;INTEGRATED MATH 2;E
2023-2024;10;32592;Y1;3.6;Estudios de Colombia y América Latina 1;C
2023-2024;10;32592;Y1;3.7;BIOLOGY 9 HONORS;F
2023-2024;10;32592;Y1;3.6;ESPAÑOL 9;G
2023-2024;10;32592;Y1;3.7;ENGLISH 9 HNRS;A
2023-2024;10;32592;Y1;P;RELIGION;A
2023-2024;10;32592;Y1;3.5;Educación Física 9;D2
2023-2024;10;32592;Y1;4.0;BAND INTERMEDIATE 9;H2
2023-2024;10;32761;Y1;3.9;ICT;G2
2023-2024;10;32761;Y1;3.5;WORLD HISTORY 9;E
2023-2024;10;32761;Y1;P;ETHICS;A
2023-2024;10;32761;Y1;4.0;MODEL UNITED NATIONS 9th;G1
2023-2024;10;32761;Y1;3.6;INTEGRATED MATH 2 HONORS;C
2023-2024;10;32761;Y1;3.5;Estudios de Colombia y América Latina 1;H
2023-2024;10;32761;Y1;3.3;BIOLOGY 9;A
2023-2024;10;32761;Y1;3.1;ESPAÑOL 9;B
2023-2024;10;32761;Y1;3.6;ENGLISH 9;F
2023-2024;10;32761;Y1;P;RELIGION;A
2023-2024;10;32761;Y1;3.6;Educación Física 9;D3
2023-2024;10;32771;Y1;3.8;ICT;B1
2023-2024;10;32771;Y1;3.8;WORLD HISTORY 9;E
2023-2024;10;32771;Y1;P;ETHICS;A
2023-2024;10;32771;Y1;3.5;INTEGRATED MATH 2;F
2023-2024;10;32771;Y1;3.8;Estudios de Colombia y América Latina 1;A
2023-2024;10;32771;Y1;3.7;BIOLOGY 9;G
2023-2024;10;32771;Y1;3.8;ESPAÑOL 9;H
2023-2024;10;32771;Y1;3.7;ENGLISH 9;C
2023-2024;10;32771;Y1;3.9;GLOBAL ISSUES NETWORK 9;B2
2023-2024;10;32771;Y1;P;RELIGION;A
2023-2024;10;32771;Y1;3.8;Educación Física 9;D5
2023-2024;10;32781;Y1;3.8;ICT;H1
2023-2024;10;32781;Y1;4.0;WORLD HISTORY 9;E
2023-2024;10;32781;Y1;P;ETHICS;A
2023-2024;10;32781;Y1;2.7;INTEGRATED MATH 2;A
2023-2024;10;32781;Y1;3.7;Estudios de Colombia y América Latina 1;B
2023-2024;10;32781;Y1;3.6;BIOLOGY 9 HONORS;F
2023-2024;10;32781;Y1;3.6;ESPAÑOL 9;C
2023-2024;10;32781;Y1;3.8;ENGLISH 9;G
2023-2024;10;32781;Y1;P;RELIGION;A
2023-2024;10;32781;Y1;3.3;Educación Física 9;D1
2023-2024;10;32781;Y1;3.7;BAND INTERMEDIATE 9;H2
2023-2024;10;33131;Y1;2.9;ICT;B1
2023-2024;10;33131;Y1;3.0;WORLD HISTORY 9;F
2023-2024;10;33131;Y1;P;ETHICS;A
2023-2024;10;33131;Y1;2.7;INTEGRATED MATH 2;H
2023-2024;10;33131;Y1;2.6;Estudios de Colombia y América Latina 1;A
2023-2024;10;33131;Y1;3.0;BIOLOGY 9;C
2023-2024;10;33131;Y1;3.0;ESPAÑOL 9;G
2023-2024;10;33131;Y1;3.1;ENGLISH 9;E
2023-2024;10;33131;Y1;P;RELIGION;A
2023-2024;10;33131;Y1;3.0;Educación Física 9;D1
2023-2024;10;33131;Y1;3.7;ART 9;B2
2023-2024;10;33191;Y1;3.3;ICT;H1
2023-2024;10;33191;Y1;2.7;WORLD HISTORY 9;F
2023-2024;10;33191;Y1;P;ETHICS;A
2023-2024;10;33191;Y1;3.1;INTEGRATED MATH 2;A
2023-2024;10;33191;Y1;3.0;Estudios de Colombia y América Latina 1;C
2023-2024;10;33191;Y1;3.0;BIOLOGY 9;G
2023-2024;10;33191;Y1;2.7;ESPAÑOL 9;B
2023-2024;10;33191;Y1;3.1;ENGLISH 9;E
2023-2024;10;33191;Y1;P;RELIGION;A
2023-2024;10;33191;Y1;3.5;Educación Física 9;D5
2023-2024;10;33191;Y1;4.0;BAND INTERMEDIATE 9;H2
2023-2024;10;33782;Y1;3.8;ICT;G2
2023-2024;10;33782;Y1;3.7;WORLD HISTORY 9;F
2023-2024;10;33782;Y1;P;ETHICS;A
2023-2024;10;33782;Y1;4.0;MODEL UNITED NATIONS 9th;G1
2023-2024;10;33782;Y1;3.6;INTEGRATED MATH 2 HONORS;C
2023-2024;10;33782;Y1;3.6;Estudios de Colombia y América Latina 1;B
2023-2024;10;33782;Y1;3.7;BIOLOGY 9;E
2023-2024;10;33782;Y1;3.5;ESPAÑOL 9;H
2023-2024;10;33782;Y1;3.9;ENGLISH 9 HNRS;A
2023-2024;10;33782;Y1;P;RELIGION;A
2023-2024;10;33782;Y1;3.5;Educación Física 9;D2
2023-2024;10;33881;Y1;2.5;ICT;G2
2023-2024;10;33881;Y1;3.5;WORLD HISTORY 9;B
2023-2024;10;33881;Y1;P;ETHICS;A
2023-2024;10;33881;Y1;4.0;MODEL UNITED NATIONS 9th;G1
2023-2024;10;33881;Y1;3.0;INTEGRATED MATH 2 HONORS;C
2023-2024;10;33881;Y1;2.1;Estudios de Colombia y América Latina 1;A
2023-2024;10;33881;Y1;3.1;BIOLOGY 9 HONORS;F
2023-2024;10;33881;Y1;--;ESPAÑOL 9;H
2023-2024;10;33881;Y1;2.9;ENGLISH 9;E
2023-2024;10;33881;Y1;P;RELIGION;A
2023-2024;10;33881;Y1;3.4;Educación Física 9;D3
2023-2024;10;34311;Y1;3.6;ICT;G2
2023-2024;10;34311;Y1;3.9;WORLD HISTORY 9;H
2023-2024;10;34311;Y1;P;ETHICS;A
2023-2024;10;34311;Y1;4.0;MODEL UNITED NATIONS 9th;G1
2023-2024;10;34311;Y1;3.9;INTEGRATED MATH 2 HONORS;C
2023-2024;10;34311;Y1;3.8;Estudios de Colombia y América Latina 1;F
2023-2024;10;34311;Y1;3.7;BIOLOGY 9;A
2023-2024;10;34311;Y1;3.6;ESPAÑOL 9;B
2023-2024;10;34311;Y1;3.7;ENGLISH 9;E
2023-2024;10;34311;Y1;P;RELIGION;A
2023-2024;10;34311;Y1;3.5;Educación Física 9;D4
2023-2024;10;34352;Y1;3.5;ICT;B2
2023-2024;10;34352;Y1;3.7;WORLD HISTORY 9;E
2023-2024;10;34352;Y1;P;ETHICS;A
2023-2024;10;34352;Y1;3.2;INTEGRATED MATH 2;H
2023-2024;10;34352;Y1;3.4;Estudios de Colombia y América Latina 1;A
2023-2024;10;34352;Y1;3.7;BIOLOGY 9 HONORS;F
2023-2024;10;34352;Y1;3.4;ESPAÑOL 9;G
2023-2024;10;34352;Y1;3.4;ENGLISH 9;C
2023-2024;10;34352;Y1;3.7;GLOBAL ISSUES NETWORK 9;B1
2023-2024;10;34352;Y1;P;RELIGION;A
2023-2024;10;34352;Y1;3.6;Educación Física 9;D2
2023-2024;10;35281;Y1;2.5;Educación Física 9;D4
2023-2024;10;35281;Y1;2.1;ESPAÑOL MODIFICADO 9;C
2023-2024;10;35281;Y1;2.2;WORLD HISTORY 9 MODIFIED;B
2023-2024;10;35281;Y1;P;ETHICS;A
2023-2024;10;35281;Y1;2.1;INTEGRATED MATH 2 MODIFIED;E
2023-2024;10;35281;Y1;1.8;ECAL 1 MODIFICADO;H
2023-2024;10;35281;Y1;2.0;INTEGRATED MATH WORKSHOP 9;G1
2023-2024;10;35281;Y1;2.3;Study Skills HS;G2
2023-2024;10;35281;Y1;2.2;BIOLOGY MODIFIED 9;A
2023-2024;10;35281;Y1;2.0;ENGLISH 9 MODIFIED;F
2023-2024;10;35281;Y1;P;RELIGION;A
2023-2024;10;35921;Y1;P;ETHICS;A
2023-2024;10;35932;Y1;3.2;ICT;G2
2023-2024;10;35932;Y1;3.4;WORLD HISTORY 9;F
2023-2024;10;35932;Y1;P;ETHICS;A
2023-2024;10;35932;Y1;4.0;MODEL UNITED NATIONS 9th;G1
2023-2024;10;35932;Y1;2.6;INTEGRATED MATH 2;A
2023-2024;10;35932;Y1;3.3;Estudios de Colombia y América Latina 1;B
2023-2024;10;35932;Y1;3.0;BIOLOGY 9;C
2023-2024;10;35932;Y1;2.9;ESPAÑOL 9;H
2023-2024;10;35932;Y1;3.4;ENGLISH 9;E
2023-2024;10;35932;Y1;P;RELIGION;A
2023-2024;10;35932;Y1;3.3;Educación Física 9;D3
2023-2024;10;36351;Y1;3.1;ICT;H1
2023-2024;10;36351;Y1;2.8;WORLD HISTORY 9;B
2023-2024;10;36351;Y1;P;ETHICS;A
2023-2024;10;36351;Y1;2.7;INTEGRATED MATH 2;A
2023-2024;10;36351;Y1;2.7;Estudios de Colombia y América Latina 1;F
2023-2024;10;36351;Y1;2.7;BIOLOGY 9;G
