Year;Grade Level;Student Number;Finalgradename;Grade;Course Name;Section number
2022-2023;11;27282;Y1;3;ESPAÑOL 11;A
2022-2023;11;27282;Y1;P;RELIGION;A
2022-2023;11;27282;Y1;2.9;FILOSOFIA - ETICA 2;B
2022-2023;11;27312;Y1;3.8;Diseño Gráfico 1;D
2022-2023;11;27312;Y1;2.9;US AND WORLD HISTORY;C
2022-2023;11;27312;Y1;2.6;ENGLISH LANGUAGE AP;H
2022-2023;11;27312;Y1;3.3;PHYSICS 1;B
2022-2023;11;27312;Y1;3.1;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;27312;Y1;3.9;PERIODISMO 11/12;F
2022-2023;11;27312;Y1;2.8;ESPAÑOL 11;E
2022-2023;11;27312;Y1;P;RELIGION;A
2022-2023;11;27312;Y1;2.3;FILOSOFIA - ETICA 2;G
2022-2023;11;27372;Y1;2.9;FILOSOFIA - ETICA 2;G
2022-2023;11;27372;Y1;3.3;US AND WORLD HISTORY;C
2022-2023;11;27372;Y1;3.4;PHYSICS 1;H
2022-2023;11;27372;Y1;3.2;CHEMISTRY 2;B
2022-2023;11;27372;Y1;4;BIOLOGY PRE-AP 11;D
2022-2023;11;27372;Y1;2.2;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;27372;Y1;3;ESPAÑOL 11;F
2022-2023;11;27372;Y1;2.5;ENGLISH 11;E
2022-2023;11;27372;Y1;P;RELIGION;A
2022-2023;11;27392;Y1;3.5;FILOSOFIA - ETICA 2;B
2022-2023;11;27392;Y1;3.8;US AND WORLD HISTORY;C
2022-2023;11;27392;Y1;3.8;GLOBAL ISSUES NETWORK 11-12;F
2022-2023;11;27392;Y1;3.8;AP PHYSICS 1;A
2022-2023;11;27392;Y1;3.7;CHEMISTRY 2;G
2022-2023;11;27392;Y1;3.1;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;27392;Y1;3.5;ESPAÑOL 11;H
2022-2023;11;27392;Y1;3.5;ENGLISH 11;D
2022-2023;11;27392;Y1;P;RELIGION;A
2022-2023;11;27432;Y1;3.6;Diseño Gráfico 1;D
2022-2023;11;27432;Y1;3.6;US AND WORLD HISTORY;G
2022-2023;11;27432;Y1;3.8;PHYSICS 1;F
2022-2023;11;27432;Y1;3.3;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;27432;Y1;3.2;ESPAÑOL 11;H
2022-2023;11;27432;Y1;3.1;ENGLISH 11;A
2022-2023;11;27432;Y1;P;RELIGION;A
2022-2023;11;27432;Y1;3.3;FILOSOFIA - ETICA 2;B
2022-2023;11;27432;Y1;4;Deportes 11-12;C
2022-2023;11;27442;Y1;3.9;FILOSOFIA - ETICA 2;C
2022-2023;11;27442;Y1;3.7;US AND WORLD HISTORY;E
2022-2023;11;27442;Y1;3.8;ESPAÑOL - Pre AP 11;B
2022-2023;11;27442;Y1;3.4;ENGLISH LANGUAGE AP;H
2022-2023;11;27442;Y1;3.5;PHYSICS 1;G
2022-2023;11;27442;Y1;4;BIOLOGY PRE-AP 11;D
2022-2023;11;27442;Y1;3.5;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;27442;Y1;3.9;PERIODISMO 11/12;F
2022-2023;11;27442;Y1;P;RELIGION;A
2022-2023;11;27461;Y1;4;Diseño Gráfico 1;D
2022-2023;11;27461;Y1;3.8;US AND WORLD HISTORY;E
2022-2023;11;27461;Y1;3.5;GEOPOLITICS AND FILM;C
2022-2023;11;27461;Y1;3.9;ESPAÑOL - Pre AP 11;B
2022-2023;11;27461;Y1;3.8;ENGLISH LANGUAGE AP;H
2022-2023;11;27461;Y1;3.8;PHYSICS 1;G
2022-2023;11;27461;Y1;4;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;27461;Y1;P;RELIGION;A
2022-2023;11;27461;Y1;3.6;FILOSOFIA - ETICA 2;F
2022-2023;11;27521;Y1;3.9;Arte 11;B
2022-2023;11;27521;Y1;3.4;US AND WORLD HISTORY;D
2022-2023;11;27521;Y1;3.7;AP ART and DESIGN;F
2022-2023;11;27521;Y1;3.5;ENGLISH LANGUAGE AP;G
2022-2023;11;27521;Y1;3.5;PHYSICS 1;H
2022-2023;11;27521;Y1;3.2;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;27521;Y1;3.2;ESPAÑOL 11;E
2022-2023;11;27521;Y1;P;RELIGION;A
2022-2023;11;27521;Y1;2.7;FILOSOFIA - ETICA 2;C
2022-2023;11;27551;Y1;3.8;Diseño Gráfico 1;D
2022-2023;11;27551;Y1;3.9;US AND WORLD HISTORY;G
2022-2023;11;27551;Y1;3.9;PHYSICS 1;B
2022-2023;11;27551;Y1;3.4;PRE-CALCULUS - TRIGONOMETRY 11;H
2022-2023;11;27551;Y1;3.4;ESPAÑOL 11;A
2022-2023;11;27551;Y1;3;ENGLISH 11;E
2022-2023;11;27551;Y1;P;RELIGION;A
2022-2023;11;27551;Y1;3.3;FILOSOFIA - ETICA 2;F
2022-2023;11;27551;Y1;4;Deportes 11-12;C
2022-2023;11;27612;Y1;4;Deportes 11-12;C
2022-2023;11;27612;Y1;3.5;US AND WORLD HISTORY;D
2022-2023;11;27612;Y1;4;AGRICULTURAL SCIENCE 11-12;G
2022-2023;11;27612;Y1;3.7;PHYSICS 1;H
2022-2023;11;27612;Y1;2.7;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;27612;Y1;3.2;ESPAÑOL 11;F
2022-2023;11;27612;Y1;3.4;ENGLISH 11;A
2022-2023;11;27612;Y1;P;RELIGION;A
2022-2023;11;27612;Y1;3;FILOSOFIA - ETICA 2;B
2022-2023;11;27621;Y1;4;BAND ADVANCED 12;C
2022-2023;11;27621;Y1;2.6;US AND WORLD HISTORY;H
2022-2023;11;27621;Y1;2.9;AP PHYSICS 1;A
2022-2023;11;27621;Y1;3.7;BIOLOGY PRE-AP 11;D
2022-2023;11;27621;Y1;2.7;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;27621;Y1;3;ESPAÑOL 11;F
2022-2023;11;27621;Y1;2.6;ENGLISH 11;E
2022-2023;11;27621;Y1;P;RELIGION;A
2022-2023;11;27621;Y1;2.2;FILOSOFIA - ETICA 2;G
2022-2023;11;27701;Y1;3.3;Arte 11;G
2022-2023;11;27701;Y1;2.2;US AND WORLD HISTORY;E
2022-2023;11;27701;Y1;3.4;PHYSICS 1;B
2022-2023;11;27701;Y1;2.6;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;27701;Y1;3;ESPAÑOL 11;H
2022-2023;11;27701;Y1;2.5;ENGLISH 11;D
2022-2023;11;27701;Y1;P;RELIGION;A
2022-2023;11;27701;Y1;2.8;FILOSOFIA - ETICA 2;F
2022-2023;11;27701;Y1;3.9;Fútbol 11-12;C
2022-2023;11;27731;Y1;3.6;Diseño Gráfico 1;D
2022-2023;11;27731;Y1;2.4;US AND WORLD HISTORY;E
2022-2023;11;27731;Y1;4;Artes Escénicas 10;C
2022-2023;11;27731;Y1;2.5;ENGLISH LANGUAGE AP;G
2022-2023;11;27731;Y1;3.2;PHYSICS 1;B
2022-2023;11;27731;Y1;2.9;PRE-CALCULUS - TRIGONOMETRY 11;H1
2022-2023;11;27731;Y1;2.8;ESPAÑOL 11;F
2022-2023;11;27731;Y1;P;RELIGION;A
2022-2023;11;27731;Y1;2.3;FILOSOFIA - ETICA 2;A
2022-2023;11;27851;Y1;4;BAND ADVANCED 12;C
2022-2023;11;27851;Y1;3.8;US AND WORLD HISTORY;H
2022-2023;11;27851;Y1;3.4;ENGLISH LANGUAGE AP;G
2022-2023;11;27851;Y1;3.1;AP PHYSICS 1;A
2022-2023;11;27851;Y1;3.8;BIOLOGY PRE-AP 11;D
2022-2023;11;27851;Y1;3;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;27851;Y1;3.4;ESPAÑOL 11;E
2022-2023;11;27851;Y1;P;RELIGION;A
2022-2023;11;27851;Y1;3.4;FILOSOFIA - ETICA 2;F
2022-2023;11;27861;Y1;3.9;Fútbol 11-12;C
2022-2023;11;27861;Y1;3.5;US AND WORLD HISTORY;G
2022-2023;11;27861;Y1;3.3;AP COMPUTER SCIENCE A;D
2022-2023;11;27861;Y1;3.6;PHYSICS 1;F
2022-2023;11;27861;Y1;3.2;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;27861;Y1;3;ESPAÑOL 11;H
2022-2023;11;27861;Y1;3.1;ENGLISH 11;A
2022-2023;11;27861;Y1;P;RELIGION;A
2022-2023;11;27861;Y1;2.8;FILOSOFIA - ETICA 2;B
2022-2023;11;28101;Y1;3;FILOSOFIA - ETICA 2;F
2022-2023;11;28101;Y1;3.2;US AND WORLD HISTORY;H
2022-2023;11;28101;Y1;3.6;GEOPOLITICS AND FILM;C
2022-2023;11;28101;Y1;4;AP COMPUTER SCIENCE A;D
2022-2023;11;28101;Y1;3.3;ESPAÑOL - Pre AP 11;B
2022-2023;11;28101;Y1;3.5;ENGLISH LANGUAGE AP;G
2022-2023;11;28101;Y1;3.4;AP PHYSICS 1;A
2022-2023;11;28101;Y1;3.6;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;28101;Y1;P;RELIGION;A
2022-2023;11;28241;Y1;3.8;FILOSOFIA - ETICA 2;A
2022-2023;11;28241;Y1;3.8;US AND WORLD HISTORY;D
2022-2023;11;28241;Y1;4;MODEL UNITED NATIONS ADVANCED;F
2022-2023;11;28241;Y1;3.6;GEOPOLITICS AND FILM;C
2022-2023;11;28241;Y1;3.6;ESPAÑOL - Pre AP 11;B
2022-2023;11;28241;Y1;3.3;ENGLISH LANGUAGE AP;H
2022-2023;11;28241;Y1;3.3;PHYSICS 1;G
2022-2023;11;28241;Y1;3.1;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;28241;Y1;P;RELIGION;A
2022-2023;11;28281;Y1;3.4;FILOSOFIA - ETICA 2;A
2022-2023;11;28281;Y1;3.5;US AND WORLD HISTORY;H
2022-2023;11;28281;Y1;4;MODEL UNITED NATIONS ADVANCED;F
2022-2023;11;28281;Y1;3.5;GEOPOLITICS AND FILM;C
2022-2023;11;28281;Y1;3.4;ESPAÑOL - Pre AP 11;B
2022-2023;11;28281;Y1;3.2;PHYSICS 1;G
2022-2023;11;28281;Y1;3.4;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;28281;Y1;3.1;ENGLISH 11;D
2022-2023;11;28281;Y1;P;RELIGION;A
2022-2023;11;28312;Y1;3.7;Diseño Gráfico 1;D
2022-2023;11;28312;Y1;2.9;US AND WORLD HISTORY;G
2022-2023;11;28312;Y1;3.9;Artes Escénicas 10;C
2022-2023;11;28312;Y1;3.4;PHYSICS 1;B
2022-2023;11;28312;Y1;3.2;PRE-CALCULUS - TRIGONOMETRY 11;H1
2022-2023;11;28312;Y1;2.6;ESPAÑOL 11;A
2022-2023;11;28312;Y1;2.5;ENGLISH 11;E
2022-2023;11;28312;Y1;P;RELIGION;A
2022-2023;11;28312;Y1;2;FILOSOFIA - ETICA 2;F
2022-2023;11;28321;Y1;3.9;Fútbol 11-12;C
2022-2023;11;28321;Y1;3.1;US AND WORLD HISTORY;E
2022-2023;11;28321;Y1;3;Estudios de Colombia y América Latina 2;F
2022-2023;11;28321;Y1;3.1;PHYSICS 1;H
2022-2023;11;28321;Y1;3.1;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;28321;Y1;2.7;ESPAÑOL 11;A
2022-2023;11;28321;Y1;2.7;ENGLISH 11;D
2022-2023;11;28321;Y1;P;RELIGION;A
2022-2023;11;28321;Y1;3;FILOSOFIA - ETICA 2;G
2022-2023;11;28502;Y1;3.2;FILOSOFIA - ETICA 2;A
2022-2023;11;28502;Y1;3.8;US AND WORLD HISTORY;H
2022-2023;11;28502;Y1;3.6;GEOPOLITICS AND FILM;C
2022-2023;11;28502;Y1;3.7;GLOBAL ISSUES NETWORK 11-12;F
2022-2023;11;28502;Y1;3.7;PHYSICS 1;G
2022-2023;11;28502;Y1;3.8;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;28502;Y1;3.1;ESPAÑOL 11;E
2022-2023;11;28502;Y1;3.3;ENGLISH 11;D
2022-2023;11;28502;Y1;P;RELIGION;A
2022-2023;11;28661;Y1;3.9;Diseño Gráfico 1;D
2022-2023;11;28661;Y1;3.5;US AND WORLD HISTORY;E
2022-2023;11;28661;Y1;3.7;ESPAÑOL - Pre AP 11;B
2022-2023;11;28661;Y1;3.8;AP ART and DESIGN;F
2022-2023;11;28661;Y1;3.5;ENGLISH LANGUAGE AP;H
2022-2023;11;28661;Y1;3.7;PHYSICS 1;G
2022-2023;11;28661;Y1;3.7;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;28661;Y1;P;RELIGION;A
2022-2023;11;28661;Y1;3.5;FILOSOFIA - ETICA 2;C
2022-2023;11;28721;Y1;3.9;Diseño Gráfico 1;D
2022-2023;11;28721;Y1;3.9;US AND WORLD HISTORY;E
2022-2023;11;28721;Y1;4;AGRICULTURAL SCIENCE 11-12;G
2022-2023;11;28721;Y1;3.7;ESPAÑOL - Pre AP 11;B
2022-2023;11;28721;Y1;3.7;ENGLISH LANGUAGE AP;H
2022-2023;11;28721;Y1;3.8;PHYSICS 1;F
2022-2023;11;28721;Y1;3.1;PRE-CALCULUS - TRIGONOMETRY 11;A
2022-2023;11;28721;Y1;P;RELIGION;A
2022-2023;11;28721;Y1;3.5;FILOSOFIA - ETICA 2;C
2022-2023;11;28731;Y1;2.3;FILOSOFIA - ETICA 2;G
2022-2023;11;28731;Y1;2.6;US AND WORLD HISTORY;H
2022-2023;11;28731;Y1;2.6;ESPAÑOL - Pre AP 11;B
2022-2023;11;28731;Y1;3.5;AP ART and DESIGN;F
2022-2023;11;28731;Y1;4;Artes Escénicas 10;C
2022-2023;11;28731;Y1;2.3;AP PHYSICS 1;A
2022-2023;11;28731;Y1;1.8;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;28731;Y1;2.4;ENGLISH 11;D
2022-2023;11;28731;Y1;P;RELIGION;A
2022-2023;11;28971;Y1;3.4;FILOSOFIA - ETICA 2;G
2022-2023;11;28971;Y1;3.5;US AND WORLD HISTORY;C
2022-2023;11;28971;Y1;3.8;GLOBAL ISSUES NETWORK 11-12;F
2022-2023;11;28971;Y1;3.6;PHYSICS 1;H
2022-2023;11;28971;Y1;4.1;BIOLOGY PRE-AP 11;D
2022-2023;11;28971;Y1;3.7;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;28971;Y1;3.7;ESPAÑOL 11;E
2022-2023;11;28971;Y1;3.7;ENGLISH 11;A
2022-2023;11;28971;Y1;P;RELIGION;A
2022-2023;11;28981;Y1;3.9;Fútbol 11-12;C
2022-2023;11;28981;Y1;2.8;US AND WORLD HISTORY;D
2022-2023;11;28981;Y1;4;AGRICULTURAL SCIENCE 11-12;G
2022-2023;11;28981;Y1;3;PHYSICS 1;H
2022-2023;11;28981;Y1;3.4;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;28981;Y1;3.1;ESPAÑOL 11;A
2022-2023;11;28981;Y1;3;ENGLISH 11;E
2022-2023;11;28981;Y1;P;RELIGION;A
2022-2023;11;28981;Y1;2.3;FILOSOFIA - ETICA 2;F
2022-2023;11;29061;Y1;4;FILOSOFIA - ETICA 2;F
2022-2023;11;29061;Y1;3.8;US AND WORLD HISTORY;C
2022-2023;11;29061;Y1;4;AGRICULTURAL SCIENCE 11-12;G
2022-2023;11;29061;Y1;3.8;AP PHYSICS 1;A
2022-2023;11;29061;Y1;3.6;CHEMISTRY 2;B
2022-2023;11;29061;Y1;3.9;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;29061;Y1;3.8;ESPAÑOL 11;H
2022-2023;11;29061;Y1;3.9;ENGLISH 11;D
2022-2023;11;29061;Y1;P;RELIGION;A
2022-2023;11;29101;Y1;3;FILOSOFIA - ETICA 2;A
2022-2023;11;29101;Y1;3.7;US AND WORLD HISTORY;H
2022-2023;11;29101;Y1;3.7;AP COMPUTER SCIENCE A;D
2022-2023;11;29101;Y1;4;Artes Escénicas 10;C
2022-2023;11;29101;Y1;3.7;PHYSICS 1;G
2022-2023;11;29101;Y1;4;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;29101;Y1;3.3;ESPAÑOL 11;F
2022-2023;11;29101;Y1;3.4;ENGLISH 11;E
2022-2023;11;29101;Y1;P;RELIGION;A
2022-2023;11;29111;Y1;3.9;Fútbol 11-12;C
2022-2023;11;29111;Y1;3.6;US AND WORLD HISTORY;D
2022-2023;11;29111;Y1;4;MODEL UNITED NATIONS ADVANCED;F
2022-2023;11;29111;Y1;3.7;PHYSICS 1;H
2022-2023;11;29111;Y1;3.8;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;29111;Y1;3.1;ESPAÑOL 11;A
2022-2023;11;29111;Y1;3.2;ENGLISH 11;E
2022-2023;11;29111;Y1;P;RELIGION;A
2022-2023;11;29111;Y1;3.8;FILOSOFIA - ETICA 2;G
2022-2023;11;29142;Y1;3.9;Fútbol 11-12;C
2022-2023;11;29142;Y1;2.7;US AND WORLD HISTORY;E
2022-2023;11;29142;Y1;3.6;AGRICULTURAL SCIENCE 11-12;G
2022-2023;11;29142;Y1;3.8;PHYSICS 1;B
2022-2023;11;29142;Y1;2.9;PRE-CALCULUS - TRIGONOMETRY 11;H
2022-2023;11;29142;Y1;3.3;ESPAÑOL 11;F
2022-2023;11;29142;Y1;2.5;ENGLISH 11;D
2022-2023;11;29142;Y1;P;RELIGION;A
2022-2023;11;29142;Y1;3;FILOSOFIA - ETICA 2;A
2022-2023;11;29151;Y1;2.6;FILOSOFIA - ETICA 2;A
2022-2023;11;29151;Y1;3.1;US AND WORLD HISTORY;D
2022-2023;11;29151;Y1;4;MODEL UNITED NATIONS ADVANCED;F
2022-2023;11;29151;Y1;2.7;ESPAÑOL - Pre AP 11;B
2022-2023;11;29151;Y1;4;Artes Escénicas 10;C
2022-2023;11;29151;Y1;2.9;ENGLISH LANGUAGE AP;G
2022-2023;11;29151;Y1;3.4;PHYSICS 1;H
2022-2023;11;29151;Y1;3;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;29151;Y1;P;RELIGION;A
2022-2023;11;29161;Y1;3.9;Fútbol 11-12;C
2022-2023;11;29161;Y1;3.3;US AND WORLD HISTORY;D
2022-2023;11;29161;Y1;4;MODEL UNITED NATIONS ADVANCED;F
2022-2023;11;29161;Y1;3.6;PHYSICS 1;B
2022-2023;11;29161;Y1;3;PRE-CALCULUS - TRIGONOMETRY 11;H
2022-2023;11;29161;Y1;3;ESPAÑOL 11;A
2022-2023;11;29161;Y1;3.2;ENGLISH 11;E
2022-2023;11;29161;Y1;P;RELIGION;A
2022-2023;11;29161;Y1;3.6;FILOSOFIA - ETICA 2;G
2022-2023;11;29231;Y1;4;FILOSOFIA - ETICA 2;A
2022-2023;11;29231;Y1;3.9;US AND WORLD HISTORY;D
2022-2023;11;29231;Y1;3.8;GEOPOLITICS AND FILM;C
2022-2023;11;29231;Y1;3.7;ESPAÑOL - Pre AP 11;B
2022-2023;11;29231;Y1;3.6;ENGLISH LANGUAGE AP;G
2022-2023;11;29231;Y1;3.5;PHYSICS 1;H
2022-2023;11;29231;Y1;3.4;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;29231;Y1;4;PERIODISMO 11/12;F
2022-2023;11;29231;Y1;P;RELIGION;A
2022-2023;11;29232;Y1;3.6;FILOSOFIA - ETICA 2;C
2022-2023;11;29232;Y1;3.7;US AND WORLD HISTORY;G
2022-2023;11;29232;Y1;4;MODEL UNITED NATIONS ADVANCED;F
2022-2023;11;29232;Y1;3;AP COMPUTER SCIENCE A;D
2022-2023;11;29232;Y1;4;PHYSICS 1;B
2022-2023;11;29232;Y1;3.4;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;29232;Y1;3.7;ESPAÑOL 11;H
2022-2023;11;29232;Y1;3.2;ENGLISH 11;A
2022-2023;11;29232;Y1;P;RELIGION;A
2022-2023;11;29251;Y1;4;BAND ADVANCED 12;C
2022-2023;11;29251;Y1;3.9;US AND WORLD HISTORY;G
2022-2023;11;29251;Y1;4;ENGLISH LANGUAGE AP;H
2022-2023;11;29251;Y1;3.3;AP PHYSICS 1;A
2022-2023;11;29251;Y1;3.9;BIOLOGY PRE-AP 11;D
2022-2023;11;29251;Y1;3.8;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;29251;Y1;3.4;ESPAÑOL 11;F
2022-2023;11;29251;Y1;P;RELIGION;A
2022-2023;11;29251;Y1;3.8;FILOSOFIA - ETICA 2;B
2022-2023;11;29281;Y1;4;FILOSOFIA - ETICA 2;B
2022-2023;11;29281;Y1;3.9;US AND WORLD HISTORY;C
2022-2023;11;29281;Y1;4;ENGLISH LANGUAGE AP;G
2022-2023;11;29281;Y1;3.6;AP PHYSICS 1;A
2022-2023;11;29281;Y1;4.1;BIOLOGY PRE-AP 11;D
2022-2023;11;29281;Y1;3.7;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;29281;Y1;3.9;PERIODISMO 11/12;F
2022-2023;11;29281;Y1;3.8;ESPAÑOL 11;H
2022-2023;11;29281;Y1;P;RELIGION;A
2022-2023;11;29311;Y1;2.9;FILOSOFIA - ETICA 2;G
2022-2023;11;29311;Y1;3.4;US AND WORLD HISTORY;E
2022-2023;11;29311;Y1;3.3;GEOPOLITICS AND FILM;C
2022-2023;11;29311;Y1;2.3;AP COMPUTER SCIENCE A;D
2022-2023;11;29311;Y1;3.1;PHYSICS 1;H
2022-2023;11;29311;Y1;2.4;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;29311;Y1;2.6;ESPAÑOL 11;F
2022-2023;11;29311;Y1;2.7;ENGLISH 11;A
2022-2023;11;29311;Y1;P;RELIGION;A
2022-2023;11;29341;Y1;3.7;Arte 11;B
2022-2023;11;29341;Y1;2.9;US AND WORLD HISTORY;H
2022-2023;11;29341;Y1;4;AGRICULTURAL SCIENCE 11-12;G
2022-2023;11;29341;Y1;3.3;PHYSICS 1;F
2022-2023;11;29341;Y1;3.2;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;29341;Y1;3.2;ESPAÑOL 11;A
2022-2023;11;29341;Y1;2.9;ENGLISH 11;D
2022-2023;11;29341;Y1;P;RELIGION;A
2022-2023;11;29341;Y1;2.6;FILOSOFIA - ETICA 2;C
2022-2023;11;29381;Y1;3.7;FILOSOFIA - ETICA 2;C
2022-2023;11;29381;Y1;3.8;US AND WORLD HISTORY;E
2022-2023;11;29381;Y1;3.8;GLOBAL ISSUES NETWORK 11-12;F
2022-2023;11;29381;Y1;3.8;ENGLISH LANGUAGE AP;G
2022-2023;11;29381;Y1;3.7;PHYSICS 1;H
2022-2023;11;29381;Y1;4;BIOLOGY PRE-AP 11;D
2022-2023;11;29381;Y1;3.8;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;29381;Y1;3.6;ESPAÑOL 11;A
2022-2023;11;29381;Y1;P;RELIGION;A
2022-2023;11;29391;Y1;3.7;Diseño Gráfico 1;D
2022-2023;11;29391;Y1;3.4;US AND WORLD HISTORY;C
2022-2023;11;29391;Y1;3.3;PHYSICS 1;H
2022-2023;11;29391;Y1;2.5;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;29391;Y1;3.3;ESPAÑOL 11;F
2022-2023;11;29391;Y1;3;ENGLISH 11;A
2022-2023;11;29391;Y1;P;RELIGION;A
2022-2023;11;29391;Y1;3.2;FILOSOFIA - ETICA 2;G
2022-2023;11;29391;Y1;3.9;Arte 11;B
2022-2023;11;29431;Y1;3.9;Arte 11;B
2022-2023;11;29431;Y1;3.4;US AND WORLD HISTORY;D
2022-2023;11;29431;Y1;4;Artes Escénicas 10;C
2022-2023;11;29431;Y1;3.5;PHYSICS 1;G
2022-2023;11;29431;Y1;3.1;PRE-CALCULUS - TRIGONOMETRY 11;E
2022-2023;11;29431;Y1;2.7;ESPAÑOL 11;H
2022-2023;11;29431;Y1;3.1;ENGLISH 11;A
2022-2023;11;29431;Y1;P;RELIGION;A
2022-2023;11;29431;Y1;2.3;FILOSOFIA - ETICA 2;F
2022-2023;11;29441;Y1;4;BAND ADVANCED 12;C
2022-2023;11;29441;Y1;4;US AND WORLD HISTORY;H
2022-2023;11;29441;Y1;4;AGRICULTURAL SCIENCE 11-12;G
2022-2023;11;29441;Y1;4.2;ESPAÑOL - Pre AP 11;B
2022-2023;11;29441;Y1;3.9;AP PHYSICS 1;A
2022-2023;11;29441;Y1;3.6;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;29441;Y1;3.8;ENGLISH 11;D
2022-2023;11;29441;Y1;P;RELIGION;A
2022-2023;11;29441;Y1;4;FILOSOFIA - ETICA 2;F
2022-2023;11;29451;Y1;3.5;Diseño Gráfico 1;D
2022-2023;11;29451;Y1;2.7;US AND WORLD HISTORY;H
2022-2023;11;29451;Y1;3.6;Artes Escénicas 10;C
2022-2023;11;29451;Y1;3.3;PHYSICS 1;G
2022-2023;11;29451;Y1;2.5;PRE-CALCULUS - TRIGONOMETRY 11;B
2022-2023;11;29451;Y1;2.8;ESPAÑOL 11;A
2022-2023;11;29451;Y1;2.8;ENGLISH 11;E
2022-2023;11;29451;Y1;P;RELIGION;A
2022-2023;11;29451;Y1;2.6;FILOSOFIA - ETICA 2;F
2022-2023;11;29461;Y1;3.9;Fútbol 11-12;C
2022-2023;11;29461;Y1;3.9;US AND WORLD HISTORY;D
2022-2023;11;29461;Y1;3.8;GLOBAL ISSUES NETWORK 11-12;F
2022-2023;11;29461;Y1;3.6;ENGLISH LANGUAGE AP;H
2022-2023;11;29461;Y1;4;PHYSICS 1;B
2022-2023;11;29461;Y1;3.4;PRE-CALCULUS PRE-AP 11;E
2022-2023;11;29461;Y1;3.7;ESPAÑOL 11;A
2022-2023;11;29461;Y1;P;RELIGION;A
2022-2023;11;29461;Y1;3.4;FILOSOFIA - ETICA 2;G
2022-2023;11;29491;Y1;3.7;Diseño Gráfico 1;D
2022-2023;11;29491;Y1;3.8;US AND WORLD HISTORY;G
2022-2023;11;29491;Y1;4;Artes Escénicas 10;C
2022-2023;11;29491;Y1;3.7;PHYSICS 1;F
2022-2023;11;29491;Y1;3.3;PRE-CALCULUS - TRIGONOMETRY 11;H1
2022-2023;11;29491;Y1;3.7;ESPAÑOL 11;E
2022-2023;11;29491;Y1;3.3;ENGLISH 11;A
2022-2023;11;29491;Y1;P;RELIGION;A
2022-2023;11;29491;Y1;3.5;FILOSOFIA - ETICA 2;B
2022-2023;11;29591;Y1;3.7;Diseño Gráfico 1;D
2022-2023;11;29591;Y1;3.7;US AND WORLD HISTORY;E
2022-2023;11;29591;Y1;3.6;GEOPOLITICS AND FILM;C
2022-2023;11;29591;Y1;3.5;PHYSICS 1;G
2022-2023;11;29591;Y1;2.7;PRE-CALCULUS - TRIGONOMETRY 11;H
2022-2023;11;29591;Y1;3.3;ESPAÑOL 11;F
2022-2023;11;29591;Y1;3.3;ENGLISH 11;A
2022-2023;11;29591;Y1;P;RELIGION;A
2022-2023;11;29591;Y1;3.7;FILOSOFIA - ETICA 2;B
2022-2023;11;29921;Y1;4;Arte 11;B
2022-2023;11;29921;Y1;3.6;US AND WORLD HISTORY;C
2022-2023;11;29921;Y1;3;ENGLISH LANGUAGE AP;H
2022-2023;11;29921;Y1;3.8;PHYSICS 1;F
2022-2023;11;29921;Y1;4.1;BIOLOGY PRE-AP 11;D
2022-2023;11;29921;Y1;3.5;PRE-CALCULUS - TRIGONOMETRY 11;E
